facility_id,infection_score_hai_1_cilower,infection_score_hai_1_ciupper,infection_score_hai_1_dopc,infection_score_hai_1_eligcases,infection_score_hai_1_numerator,infection_score_hai_1_sir,infection_score_hai_2_cilower,infection_score_hai_2_ciupper,infection_score_hai_2_dopc,infection_score_hai_2_eligcases,infection_score_hai_2_numerator,infection_score_hai_2_sir,infection_score_hai_3_cilower,infection_score_hai_3_ciupper,infection_score_hai_3_dopc,infection_score_hai_3_eligcases,infection_score_hai_3_numerator,infection_score_hai_3_sir,infection_score_hai_4_cilower,infection_score_hai_4_ciupper,infection_score_hai_4_dopc,infection_score_hai_4_eligcases,infection_score_hai_4_numerator,infection_score_hai_4_sir,infection_score_hai_5_cilower,infection_score_hai_5_ciupper,infection_score_hai_5_dopc,infection_score_hai_5_eligcases,infection_score_hai_5_numerator,infection_score_hai_5_sir,infection_score_hai_6_cilower,infection_score_hai_6_ciupper,infection_score_hai_6_dopc,infection_score_hai_6_eligcases,infection_score_hai_6_numerator,infection_score_hai_6_sir,infection_flag_hai_1_cilower,infection_flag_hai_1_ciupper,infection_flag_hai_1_dopc,infection_flag_hai_1_eligcases,infection_flag_hai_1_numerator,infection_flag_hai_1_sir,infection_flag_hai_2_cilower,infection_flag_hai_2_ciupper,infection_flag_hai_2_dopc,infection_flag_hai_2_eligcases,infection_flag_hai_2_numerator,infection_flag_hai_2_sir,infection_flag_hai_3_cilower,infection_flag_hai_3_ciupper,infection_flag_hai_3_dopc,infection_flag_hai_3_eligcases,infection_flag_hai_3_numerator,infection_flag_hai_3_sir,infection_flag_hai_4_cilower,infection_flag_hai_4_ciupper,infection_flag_hai_4_dopc,infection_flag_hai_4_eligcases,infection_flag_hai_4_numerator,infection_flag_hai_4_sir,infection_flag_hai_5_cilower,infection_flag_hai_5_ciupper,infection_flag_hai_5_dopc,infection_flag_hai_5_eligcases,infection_flag_hai_5_numerator,infection_flag_hai_5_sir,infection_flag_hai_6_cilower,infection_flag_hai_6_ciupper,infection_flag_hai_6_dopc,infection_flag_hai_6_eligcases,infection_flag_hai_6_numerator,infection_flag_hai_6_sir
100067,0.603,2.466,7685.0,6.16,8.0,1.299,0.303,1.832,6837.0,6.048,5.0,0.827,0.217,1.644,238.0,5.869,4.0,0.682,,,89.0,0.702,2.0,,0.041,0.807,96277.0,8.186,2.0,0.244,0.106,0.37,96277.0,48.121,10.0,0.208,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100068,0.333,2.016,6569.0,5.496,5.0,0.91,0.171,1.835,5056.0,4.45,3.0,0.674,0.776,2.724,260.0,6.544,10.0,1.528,,2.172,186.0,1.379,0.0,0.0,0.152,1.15,108733.0,8.388,4.0,0.477,0.133,0.4,108285.0,54.246,13.0,0.24,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100069,,1.155,3796.0,2.593,0.0,0.0,,1.378,3101.0,2.174,0.0,0.0,0.014,1.394,132.0,3.537,1.0,0.283,,,10.0,0.068,0.0,,0.036,3.558,35122.0,1.386,1.0,0.722,0.071,0.763,35122.0,10.702,3.0,0.28,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100071,0.111,2.18,4262.0,3.031,2.0,0.66,,0.84,5044.0,3.565,0.0,0.0,,,36.0,0.923,0.0,,,,8.0,0.073,0.0,,0.565,4.292,51597.0,2.248,4.0,1.779,0.122,0.624,51257.0,19.989,6.0,0.3,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100072,0.094,1.859,4320.0,3.554,2.0,0.563,0.013,1.291,4399.0,3.82,1.0,0.262,0.017,1.691,109.0,2.917,1.0,0.343,,,59.0,0.551,0.0,,0.02,2.008,55287.0,2.456,1.0,0.407,,0.127,54215.0,23.498,0.0,0.0,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100073,0.588,2.062,8107.0,8.644,10.0,1.157,0.359,1.466,8314.0,10.362,8.0,0.772,0.092,1.816,147.0,3.639,2.0,0.55,,,78.0,0.628,4.0,,0.013,1.298,72365.0,3.799,1.0,0.263,0.138,0.518,61504.0,31.913,9.0,0.282,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100075,0.126,0.475,32966.0,34.761,9.0,0.259,0.247,0.664,27149.0,38.269,16.0,0.418,0.291,1.095,556.0,15.089,9.0,0.596,0.011,1.074,574.0,4.594,1.0,0.218,0.107,0.482,356330.0,28.7,7.0,0.244,0.074,0.188,327387.0,148.416,18.0,0.121,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100077,,1.328,3132.0,2.255,0.0,0.0,,1.001,4266.0,2.993,0.0,0.0,,0.698,169.0,4.289,0.0,0.0,,,13.0,0.12,0.0,,,1.203,48811.0,2.49,0.0,0.0,0.032,0.345,47523.0,23.682,3.0,0.127,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100080,0.224,1.358,7644.0,8.162,5.0,0.613,0.004,0.373,8170.0,13.232,1.0,0.076,0.198,1.506,249.0,6.406,4.0,0.624,0.542,5.803,170.0,1.407,3.0,2.132,0.698,2.191,138834.0,9.31,12.0,1.289,0.035,0.158,138834.0,87.702,7.0,0.08,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100084,0.379,2.295,6031.0,4.828,5.0,1.036,0.35,2.116,6006.0,5.238,5.0,0.955,0.745,3.371,171.0,4.107,7.0,1.704,,,33.0,0.284,0.0,,0.754,3.082,80656.0,4.929,8.0,1.623,0.101,0.411,80656.0,36.919,8.0,0.217,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100086,0.165,1.256,5846.0,7.684,4.0,0.521,0.026,0.518,5515.0,12.757,2.0,0.157,0.248,2.651,91.0,3.08,3.0,0.974,,,24.0,0.206,0.0,,0.048,0.938,77952.0,7.046,2.0,0.284,,0.059,77952.0,50.527,0.0,0.0,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100087,0.498,1.336,17537.0,19.031,16.0,0.841,0.289,0.865,18108.0,25.05,13.0,0.519,0.274,1.12,551.0,13.567,8.0,0.59,0.615,3.718,396.0,2.981,5.0,1.677,0.085,0.642,238882.0,15.028,4.0,0.266,0.404,0.606,224212.0,188.889,94.0,0.498,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100088,0.363,0.921,27421.0,30.294,18.0,0.594,0.137,0.702,14596.0,17.788,6.0,0.337,0.081,0.617,584.0,15.645,4.0,0.256,0.589,3.022,460.0,4.129,6.0,1.453,1.007,2.15,379484.0,18.023,27.0,1.498,0.137,0.246,335927.0,242.972,45.0,0.185,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Worse than the National Benchmark,Worse than the National Benchmark,Worse than the National Benchmark,Worse than the National Benchmark,Worse than the National Benchmark,Worse than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100090,0.353,2.679,4761.0,3.601,4.0,1.111,0.048,0.942,8036.0,7.011,2.0,0.285,0.018,1.796,108.0,2.746,1.0,0.364,,2.743,131.0,1.092,0.0,0.0,,1.546,62740.0,1.938,0.0,0.0,0.04,0.307,60279.0,31.431,4.0,0.127,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100092,0.025,2.44,2124.0,2.021,1.0,0.495,,0.71,4234.0,4.222,0.0,0.0,,1.448,83.0,2.069,0.0,0.0,,,18.0,0.154,0.0,,0.158,3.111,37185.0,2.124,2.0,0.942,0.002,0.22,35570.0,22.374,1.0,0.045,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100093,0.187,1.129,9482.0,9.814,5.0,0.509,0.041,0.442,11948.0,18.493,3.0,0.162,0.61,2.493,223.0,6.093,8.0,1.313,,,60.0,0.452,2.0,,0.267,1.617,88359.0,6.854,5.0,0.73,0.28,0.711,86486.0,39.237,18.0,0.459,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100099,,,1116.0,0.789,0.0,,,,999.0,0.698,0.0,,,2.131,52.0,1.406,0.0,0.0,,,,,,,,,16302.0,0.656,0.0,,0.009,0.844,16302.0,5.843,1.0,0.171,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
10009F,0.101,1.984,3162.0,3.331,2.0,0.6,0.138,1.477,4781.0,5.529,3.0,0.543,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,,,,,,,,,,,,
100105,0.092,1.808,4575.0,3.654,2.0,0.547,0.07,1.375,5750.0,4.807,2.0,0.416,0.68,2.781,230.0,5.463,8.0,1.464,,,63.0,0.52,0.0,,,1.011,66860.0,2.964,0.0,0.0,0.232,0.727,65443.0,28.068,12.0,0.428,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100107,,,1209.0,0.757,0.0,,0.047,4.635,2029.0,1.064,1.0,0.94,,,23.0,0.636,1.0,,,,,,,,,,10299.0,0.447,0.0,,,0.708,10299.0,4.233,0.0,0.0,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100109,0.01,1.023,5914.0,4.822,1.0,0.207,0.148,1.122,11118.0,8.603,4.0,0.465,,2.176,54.0,1.377,0.0,0.0,,,33.0,0.264,0.0,,0.873,3.947,60288.0,3.508,7.0,1.995,0.115,0.521,58351.0,26.585,7.0,0.263,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100110,0.049,0.97,6084.0,6.812,2.0,0.294,,0.232,7555.0,12.913,0.0,0.0,0.281,3.007,97.0,2.715,3.0,1.105,,2.726,113.0,1.099,0.0,0.0,,0.526,92651.0,5.694,0.0,0.0,,0.054,86360.0,55.48,0.0,0.0,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100113,0.288,0.607,55554.0,65.803,28.0,0.426,0.116,0.348,33381.0,62.304,13.0,0.209,0.135,0.694,569.0,17.97,6.0,0.334,,1.61,202.0,1.861,0.0,0.0,0.499,1.179,325602.0,26.765,21.0,0.785,0.272,0.452,307191.0,169.674,60.0,0.354,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100117,0.027,2.616,2655.0,1.885,1.0,0.531,,1.04,4035.0,2.88,0.0,0.0,,1.559,77.0,1.922,0.0,0.0,,,115.0,0.939,0.0,,0.403,4.311,39222.0,1.894,3.0,1.584,0.013,0.263,37543.0,25.077,2.0,0.08,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100118,,,1384.0,0.901,0.0,,,,704.0,0.478,0.0,,,0.968,131.0,3.096,0.0,0.0,,,27.0,0.218,0.0,,,1.689,36799.0,1.774,0.0,0.0,0.074,0.564,36799.0,17.099,4.0,0.234,,,,,,,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100121,,,956.0,0.716,1.0,,,,1335.0,0.91,1.0,,,,19.0,0.474,0.0,,,,14.0,0.114,0.0,,,,18833.0,0.56,0.0,,0.053,1.048,18833.0,6.303,2.0,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark
100122,0.036,3.53,2030.0,1.397,1.0,0.716,0.326,3.485,3331.0,2.343,3.0,1.28,0.031,3.098,63.0,1.592,1.0,0.628,,,15.0,0.14,0.0,,0.036,3.518,26718.0,1.402,1.0,0.713,0.03,0.597,25742.0,11.074,2.0,0.181,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
100124,,2.304,1751.0,1.3,0.0,0.0,,1.566,2668.0,1.913,0.0,0.0,,2.203,50.0,1.36,0.0,0.0,,,18.0,0.154,1.0,,,,13950.0,0.442,1.0,,0.009,0.882,13950.0,5.594,1.0,0.179,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,No Different than National Benchmark,,,,,,,,,,,,,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark,Better than the National Benchmark
