facility_id,comp_score_comp_hip_knee,comp_score_hybrid_hwm,comp_score_mort_30_ami,comp_score_mort_30_cabg,comp_score_mort_30_copd,comp_score_mort_30_hf,comp_score_mort_30_pn,comp_score_mort_30_stk,comp_score_psi_03,comp_score_psi_04,comp_score_psi_06,comp_score_psi_08,comp_score_psi_09,comp_score_psi_10,comp_score_psi_11,comp_score_psi_12,comp_score_psi_13,comp_score_psi_14,comp_score_psi_15,comp_score_psi_90,comp_flag_comp_hip_knee,comp_flag_hybrid_hwm,comp_flag_mort_30_ami,comp_flag_mort_30_cabg,comp_flag_mort_30_copd,comp_flag_mort_30_hf,comp_flag_mort_30_pn,comp_flag_mort_30_stk,comp_flag_psi_03,comp_flag_psi_04,comp_flag_psi_06,comp_flag_psi_08,comp_flag_psi_09,comp_flag_psi_10,comp_flag_psi_11,comp_flag_psi_12,comp_flag_psi_13,comp_flag_psi_14,comp_flag_psi_15,comp_flag_psi_90
380102,2.5,3.7,12.1,2.2,9.0,13.7,16.1,14.0,0.11,179.52,0.17,0.25,2.14,1.22,5.27,3.18,4.27,1.58,1.15,0.66,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Value
380103,,3.9,,,,12.9,16.1,,0.47,,0.27,0.27,2.28,1.64,8.74,3.64,4.96,1.72,0.99,0.93,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
381302,,3.9,,,9.4,15.1,17.4,12.2,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381303,,3.8,,,,12.2,16.9,13.3,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381304,,5.3,,,,15.0,17.3,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381305,,4.8,,,,,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
381306,,4.0,,,,11.8,19.1,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381307,,4.6,,,,,19.5,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381309,,5.3,,,,,16.7,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381311,,4.3,,,,,,,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
381312,4.0,4.5,,,,,18.9,,,,,,,,,,,,,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381313,,4.0,,,,12.5,18.7,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381314,,4.6,,,14.3,12.6,19.9,15.0,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381315,,4.3,,,10.2,19.8,24.4,15.5,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381316,,4.1,,,,11.2,13.7,12.6,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381317,3.2,4.1,,,,14.9,16.1,13.2,,,,,,,,,,,,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381318,,4.0,11.8,,,14.3,16.1,12.7,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381319,,4.3,,,9.5,16.0,16.6,14.9,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381321,3.4,4.3,,,15.2,12.3,17.3,15.5,,,,,,,,,,,,,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
381322,,5.5,,,8.8,13.4,21.1,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381323,,3.8,,,9.0,12.7,19.7,,,,,,,,,,,,,,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,,,,,,,,,,,,
381324,,4.2,,,,13.6,,,,,,,,,,,,,,,,No Different Than the National Rate,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,,,,,,,,,,,,
381325,,4.6,,,16.5,15.2,20.1,16.5,,,,,,,,,,,,,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,Worse Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,,,,,,,,,,,
390001,3.3,3.7,12.8,2.6,9.1,10.6,14.9,13.9,0.44,184.42,0.35,0.23,1.95,1.26,8.95,4.12,6.34,1.75,1.21,1.0,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
390002,,4.0,,,8.8,11.1,17.4,,0.49,,0.21,0.31,2.31,,,3.45,,,1.04,0.96,,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
390003,,3.7,,,9.3,11.8,12.5,12.4,0.51,,0.2,0.26,2.32,,,3.49,,,1.04,0.96,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Rate,No Different Than the National Value
390004,3.5,3.6,12.8,4.2,9.0,11.4,12.9,15.1,0.68,143.96,0.21,0.27,2.7,2.33,6.63,4.09,4.48,1.69,1.24,0.98,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
390006,3.5,3.2,11.1,1.5,8.4,11.7,12.0,13.2,0.97,208.1,0.2,0.2,1.25,0.89,8.37,2.81,4.36,1.51,1.82,0.97,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,Better Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
390009,3.5,3.7,12.1,2.6,7.9,9.7,14.4,12.7,0.54,183.74,0.31,0.37,1.88,1.63,6.14,3.11,5.77,1.9,1.44,0.93,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Rate,No Different Than the National Value
