facility_id,readm_ratio_readm_30_ami_hrrp,readm_ratio_readm_30_cabg_hrrp,readm_ratio_readm_30_copd_hrrp,readm_ratio_readm_30_hf_hrrp,readm_ratio_readm_30_hip_knee_hrrp,readm_ratio_readm_30_pn_hrrp,readm_predicted_readm_30_ami_hrrp,readm_predicted_readm_30_cabg_hrrp,readm_predicted_readm_30_copd_hrrp,readm_predicted_readm_30_hf_hrrp,readm_predicted_readm_30_hip_knee_hrrp,readm_predicted_readm_30_pn_hrrp,readm_expected_readm_30_ami_hrrp,readm_expected_readm_30_cabg_hrrp,readm_expected_readm_30_copd_hrrp,readm_expected_readm_30_hf_hrrp,readm_expected_readm_30_hip_knee_hrrp,readm_expected_readm_30_pn_hrrp,readm_count_readm_30_ami_hrrp,readm_count_readm_30_cabg_hrrp,readm_count_readm_30_copd_hrrp,readm_count_readm_30_hf_hrrp,readm_count_readm_30_hip_knee_hrrp,readm_count_readm_30_pn_hrrp
300023,0.953,,1.0428,0.948,1.0415,0.947,10.8749,,16.8956,16.6387,5.1155,13.0144,11.4115,,16.2022,17.5519,4.9118,13.7422,,,27.0,58.0,,41.0
300029,0.974,1.0586,1.0283,1.0866,1.1535,0.9861,12.5256,11.3438,16.5024,20.4743,6.0635,15.1381,12.86,10.7163,16.0476,18.8432,5.2565,15.3508,37.0,16.0,20.0,74.0,,46.0
300034,0.9157,1.0814,1.0393,1.0015,0.8674,0.9883,11.4873,11.2435,18.2284,19.3893,4.8346,15.1648,12.5453,10.3972,17.5391,19.3603,5.5735,15.3437,58.0,28.0,32.0,175.0,,57.0
310001,0.9613,0.8412,0.9359,0.9179,0.861,1.0375,15.1892,9.5882,19.7237,20.0485,4.569,20.4976,15.8012,11.3985,21.0753,21.8413,5.3066,19.7574,64.0,19.0,44.0,218.0,,232.0
310002,1.0879,1.1405,0.9685,1.0807,,1.0352,15.6804,11.9523,14.982,22.4859,,19.0091,14.4128,10.4801,15.4686,20.8064,,18.3634,17.0,,,53.0,,22.0
310003,,,1.016,1.1131,,1.038,,,20.9472,22.0489,,17.3792,,,20.6169,19.8081,,16.7429,,,18.0,56.0,,54.0
310005,0.9768,,1.0266,1.0149,1.0753,1.111,12.4469,,18.8819,19.9811,4.6498,17.3256,12.7423,,18.392,19.6883,4.3241,15.594,11.0,,25.0,80.0,17.0,83.0
310006,0.9818,,1.0236,1.1529,,1.0347,15.0752,,15.7189,22.2892,,16.6939,15.3543,,15.356,19.334,,16.1334,,,,60.0,,26.0
310008,1.0027,,0.9461,0.9391,1.0262,1.0356,15.1343,,16.8075,18.423,5.8727,16.4993,15.0936,,17.7655,19.6178,5.723,15.9325,18.0,,19.0,92.0,,104.0
310009,1.005,,0.9763,1.0401,,0.9513,16.7474,,16.8765,20.3713,,15.9322,16.6643,,17.2863,19.5864,,16.7486,15.0,,18.0,76.0,,35.0
310010,1.0763,,1.0337,1.0354,1.3835,1.0048,14.4792,,19.0311,18.9257,7.4544,14.9334,13.4532,,18.4114,18.278,5.388,14.8625,21.0,,35.0,138.0,16.0,49.0
310011,0.9712,,1.0526,1.0268,,1.044,14.5295,,17.523,19.0687,,15.0187,14.9602,,16.6479,18.5713,,14.3864,,,53.0,86.0,,65.0
310012,0.9066,0.9717,1.0022,0.9453,1.3278,0.8935,12.8355,9.3116,18.4412,18.7207,8.0644,14.1748,14.1576,9.5832,18.4015,19.804,6.0736,15.8651,43.0,,47.0,241.0,,101.0
310014,1.0766,1.1058,0.9682,1.0815,1.2401,0.9941,15.1494,12.029,17.7346,21.8014,5.7269,16.6319,14.0713,10.8785,18.3163,20.1583,4.618,16.7298,62.0,35.0,15.0,122.0,,48.0
310015,0.8819,0.8334,0.9842,0.8374,0.6856,0.9018,12.5603,9.1341,18.4536,16.5916,3.9594,15.1178,14.2424,10.9604,18.7496,19.8139,5.7751,16.7647,73.0,38.0,61.0,295.0,24.0,174.0
310016,1.0295,,0.9665,1.0281,,1.029,17.8693,,22.5353,23.1449,,19.9645,17.3571,,23.3159,22.5126,,19.402,,,,19.0,,14.0
310017,0.8956,,0.954,0.8036,,0.8801,11.5164,,17.6546,15.374,,13.698,12.8596,,18.5066,19.1325,,15.5643,,,29.0,60.0,,68.0
310019,1.0898,1.0499,1.0515,1.1666,0.9971,0.986,15.8669,12.1077,22.2949,23.0565,5.6013,17.5357,14.5594,11.5318,21.2022,19.7636,5.6175,17.7844,34.0,,28.0,115.0,,106.0
310022,0.9979,,1.1006,1.1999,1.0381,1.1371,13.5128,,20.2938,23.2778,6.8776,17.6477,13.5409,,18.4391,19.4003,6.6254,15.5202,28.0,,116.0,287.0,,233.0
310024,0.987,,1.0211,1.0259,,1.0734,16.3672,,18.1807,19.6004,,17.3111,16.5822,,17.8057,19.1052,,16.1274,,,15.0,54.0,,45.0
310025,1.0836,,1.0538,1.0462,1.1393,1.0544,18.732,,19.8117,22.5602,5.8162,19.2435,17.2873,,18.7999,21.5641,5.1052,18.2508,18.0,,23.0,51.0,,37.0
310027,,,1.0246,1.047,,1.102,,,18.7972,21.5157,,17.599,,,18.345,20.5499,,15.9706,,,11.0,40.0,,30.0
310028,0.9798,,1.0041,0.9298,1.1369,0.8985,14.1996,,17.5822,19.9554,4.2326,14.1905,14.4921,,17.511,21.4628,3.7231,15.7937,13.0,,33.0,105.0,,71.0
310029,0.9842,0.9167,1.0548,1.0706,,1.0413,13.9804,10.3841,19.6128,20.5615,,15.6774,14.2048,11.3278,18.5932,19.2057,,15.055,47.0,13.0,26.0,109.0,,35.0
310031,1.0481,1.0663,1.0081,1.0649,,1.0006,15.0426,10.247,18.9564,21.3761,,16.6268,14.352,9.6102,18.8044,20.0732,,16.6173,31.0,12.0,,110.0,,16.0
310032,1.0219,,1.063,1.1219,,1.1596,15.737,,19.6396,22.7091,,19.337,15.4005,,18.4758,20.2421,,16.6751,26.0,,67.0,138.0,,115.0
310034,1.0341,,1.07,0.9949,1.1696,0.8831,13.3085,,20.5194,19.8893,6.3281,14.869,12.8691,,19.1772,19.9919,5.4106,16.8376,19.0,,40.0,112.0,22.0,63.0
310038,1.1772,1.4237,0.9671,0.9671,1.1894,1.0347,18.0209,16.3638,17.1865,19.6422,6.2434,18.0425,15.3088,11.4936,17.7715,20.31,5.2491,17.4382,102.0,68.0,23.0,204.0,,118.0
310039,0.9598,,1.0361,1.0259,,1.0666,15.0225,,19.8479,20.7171,,17.7393,15.6511,,19.1562,20.1937,,16.6312,,,41.0,92.0,,97.0
310040,,,,1.0449,0.8928,1.0885,,,,21.9324,5.22,19.9806,,,,20.9893,5.8468,18.3564,,,,18.0,,21.0
310041,1.115,,1.0928,1.1729,1.0389,1.1412,15.5837,,19.3203,22.8108,5.4901,18.7404,13.9759,,17.6795,19.4477,5.2847,16.4221,75.0,,98.0,302.0,14.0,287.0
310044,0.9887,,1.0918,1.0402,1.0963,1.0092,11.4541,,18.4416,18.9688,6.3897,14.9276,11.5856,,16.8908,18.2356,5.8286,14.7915,,,26.0,62.0,,53.0
310045,1.0127,0.899,1.0697,0.9124,1.0994,1.0604,13.4243,8.8675,18.8436,15.759,4.7716,15.5398,13.2559,9.8634,17.6156,17.2712,4.3402,14.6541,33.0,,31.0,94.0,13.0,113.0
310047,,,1.0568,1.0273,1.1413,0.9589,,,17.7915,18.1806,6.5597,14.7225,,,16.836,17.6966,5.7474,15.3534,,,25.0,77.0,,72.0
310048,1.0816,,1.0002,1.083,1.1656,1.1475,15.1027,,17.3087,20.9829,7.0992,19.1334,13.9629,,17.3046,19.375,6.0906,16.6739,22.0,,31.0,163.0,,139.0
310050,1.0536,,1.0088,1.1984,0.8898,1.0607,15.1998,,16.7925,22.1691,3.8623,15.7645,14.4265,,16.6462,18.4987,4.3406,14.8619,24.0,,26.0,125.0,,84.0
310051,0.9888,,0.9449,0.8397,0.8326,0.8873,13.0018,,16.8348,15.712,4.2429,13.5131,13.1489,,17.817,18.7125,5.0958,15.2294,24.0,,27.0,107.0,,105.0
310052,1.035,,0.9619,0.914,1.2375,1.0045,14.4747,,18.5323,19.1566,7.2035,17.3359,13.9855,,19.2657,20.9591,5.821,17.258,41.0,,79.0,194.0,,178.0
310054,0.9972,,0.9988,1.0311,0.8881,1.0417,14.29,,18.2941,20.6075,4.5744,16.7604,14.3307,,18.3157,19.9858,5.151,16.0897,11.0,,29.0,89.0,,74.0
310057,0.8679,,1.0234,0.9964,,1.0003,11.0678,,18.4027,19.1699,,14.7531,12.7525,,17.9827,19.2389,,14.7484,,,33.0,100.0,,67.0
310058,,,,,,1.0355,,,,,,17.4205,,,,,,16.8235,,,,,,13.0
310060,,,1.1051,1.0929,1.0321,1.039,,,22.1727,21.2235,6.058,17.0634,,,20.0634,19.4191,5.8697,16.4232,,,39.0,85.0,,42.0
310061,,,1.1118,0.982,,1.0337,,,20.3494,18.428,,16.6085,,,18.3034,18.7656,,16.0672,,,27.0,28.0,,25.0
310064,1.0682,1.0461,1.0251,1.0439,0.778,0.9943,14.8504,11.4574,19.4928,21.5112,4.7778,16.1952,13.9026,10.9521,19.0154,20.6065,6.1407,16.2874,68.0,,43.0,183.0,20.0,101.0
310069,1.0783,,0.9887,1.1734,,0.9947,13.3313,,18.4949,22.5359,,15.0498,12.3627,,18.7071,19.206,,15.1303,25.0,,60.0,163.0,,91.0
310070,0.9736,,1.0335,1.0068,0.9454,1.0735,13.2758,,16.2058,18.0222,5.7608,16.0587,13.636,,15.6809,17.9011,6.0935,14.9597,,,21.0,65.0,,64.0
310073,0.9998,0.9557,0.9806,1.0054,1.0934,0.9914,14.4291,9.6844,20.2347,21.0695,5.8414,16.9574,14.4319,10.1328,20.6346,20.9559,5.3423,17.1036,116.0,40.0,59.0,355.0,14.0,160.0
310074,1.0114,0.9019,1.0794,1.0968,,1.027,14.7045,9.9216,18.4788,22.5608,,15.5707,14.5384,11.001,17.1194,20.5703,,15.1608,15.0,,18.0,50.0,,27.0
310075,1.0194,,1.0519,0.9643,0.978,1.0643,14.3118,,18.0188,18.0896,4.6361,15.7653,14.0392,,17.1301,18.7601,4.7405,14.8127,,,23.0,39.0,,45.0
310076,1.1309,1.0511,1.0335,0.9623,1.0659,1.0341,16.4131,11.889,17.7477,18.7439,6.0459,16.0042,14.5138,11.3111,17.1718,19.4777,5.6723,15.4759,34.0,17.0,31.0,129.0,,117.0
310083,,,,1.0873,,1.2061,,,,19.0287,,25.3534,,,,17.5012,,21.0218,,,,14.0,,32.0
310084,,,1.0547,1.0631,,1.1871,,,19.5281,21.8747,,19.8804,,,18.5157,20.5763,,16.7473,,,22.0,61.0,,103.0
310086,1.058,,1.1375,1.1389,1.2135,1.2278,14.931,,20.6429,22.4005,7.0429,19.4448,14.1127,,18.148,19.6688,5.8039,15.8368,28.0,,101.0,291.0,,138.0
310092,,,0.9993,1.0118,,1.0031,,,19.1282,21.4711,,16.416,,,19.1414,21.2204,,16.3646,,,12.0,29.0,,25.0
310096,,,1.0119,1.0347,,1.0334,,,21.6481,21.2534,,18.691,,,21.3942,20.5414,,18.0874,,,,31.0,,18.0
310108,0.9749,,1.0483,0.9934,,1.0242,14.9831,,20.3864,20.557,,18.4803,15.3691,,19.4466,20.6931,,18.044,18.0,,47.0,143.0,,192.0
310110,1.0339,,0.9863,1.0956,1.0046,1.1214,14.1222,,17.1181,22.5555,5.7783,18.0997,13.659,,17.3561,20.5864,5.7519,16.1397,13.0,,18.0,102.0,,75.0
310111,1.0707,,1.0158,1.0078,,1.1612,16.7368,,18.7106,20.4636,,18.5631,15.6319,,18.4202,20.3061,,15.9856,23.0,,53.0,152.0,,155.0
310112,0.9988,,0.9719,0.976,,1.0721,15.1003,,19.9875,20.9956,,20.0439,15.1187,,20.5645,21.5126,,18.6959,17.0,,44.0,70.0,,132.0
310113,0.9613,,1.0828,1.0024,,0.9843,14.5113,,18.9796,20.5265,,16.6807,15.0951,,17.5282,20.4784,,16.9468,,,55.0,126.0,,88.0
310115,,,0.9503,0.9402,,1.1302,,,20.2474,18.5229,,17.9279,,,21.3062,19.7003,,15.8626,,,19.0,48.0,,69.0
310118,,,1.0192,1.1014,0.8234,1.0606,,,16.9718,16.733,3.4189,14.2673,,,16.6521,15.1924,4.1522,13.4518,,,,15.0,,16.0
310119,,,1.0214,0.9955,,1.0477,,,23.6106,21.2712,,19.4733,,,23.1162,21.3674,,18.5861,,,,12.0,,14.0
310130,,,0.9652,0.9631,0.8521,0.9637,,,15.4971,17.3993,4.2217,15.421,,,16.0561,18.0657,4.9544,16.0011,,,,29.0,,43.0
320001,0.9949,,1.0035,0.9695,,0.9674,10.7534,,19.2438,20.4066,,15.5124,10.8084,,19.1766,21.0477,,16.0357,,,12.0,32.0,,26.0
320002,0.8702,,0.9375,0.9122,,0.8174,9.9651,,16.6925,16.1499,,11.8887,11.4519,,17.8059,17.704,,14.5444,21.0,,,48.0,,44.0
320004,1.0078,,0.9602,0.9965,0.9444,0.9287,12.2214,,16.0942,18.1548,4.0654,13.7165,12.1263,,16.7611,18.2183,4.3049,14.7689,12.0,,,17.0,12.0,17.0
320005,0.933,,1.0819,0.9386,,0.9147,11.8651,,17.6976,17.0211,,13.6305,12.7166,,16.3571,18.134,,14.9013,13.0,,31.0,42.0,,51.0
320006,1.0705,,1.0331,0.9878,,1.0206,12.1317,,18.1649,18.0453,,15.1067,11.3332,,17.5825,18.268,,14.8013,15.0,,16.0,28.0,,37.0
320009,0.9211,1.066,0.9774,0.8922,0.9009,1.044,11.28,10.7367,16.2129,16.6065,4.7069,17.0961,12.2459,10.0723,16.5883,18.6134,5.225,16.375,38.0,20.0,,73.0,,40.0
320011,,,,,,0.9387,,,,,,11.7578,,,,,,12.525,,,,,,
320017,,,,0.9598,,1.0053,,,,16.0582,,12.5528,,,,16.7305,,12.4862,,,,,,
320018,1.0785,1.0168,0.9949,1.0035,,1.0315,13.4155,9.6713,15.5668,18.2512,,14.2751,12.4387,9.5116,15.6459,18.1871,,13.8391,21.0,,11.0,30.0,,24.0
320021,0.9009,0.8851,0.9173,0.8794,1.0539,0.9487,10.2616,8.3342,15.2243,16.2125,5.3445,13.9482,11.39,9.4157,16.5965,18.4369,5.0713,14.703,28.0,,25.0,114.0,,119.0
320022,,,0.9714,0.9768,1.0102,0.9804,,,15.1,16.1497,4.1014,14.2165,,,15.5447,16.5333,4.0601,14.5011,,,,,,24.0
320030,,,,0.9857,1.1317,0.9845,,,,15.987,4.9927,13.2033,,,,16.2191,4.4118,13.4105,,,,,,
320033,,,,0.9919,,1.0179,,,,14.2103,,11.7722,,,,14.3264,,11.5653,,,,,,11.0
320059,,,,1.0556,,0.984,,,,15.7712,,10.8454,,,,14.9409,,11.0223,,,,,,
320061,,,,1.0301,,0.9605,,,,17.7552,,11.6542,,,,17.2368,,12.1338,,,,,,
320063,1.0137,,1.0127,0.9946,,0.9937,11.4015,,16.2702,18.3339,,13.9971,11.2474,,16.0659,18.4329,,14.0861,,,11.0,13.0,,21.0
320065,,,,0.9965,,0.9607,,,,19.2851,,13.429,,,,19.3533,,13.9787,,,,,,
320074,,,,0.9548,,0.9411,,,,17.4918,,13.0947,,,,18.3204,,13.9146,,,,,,
320084,,,,,,0.9894,,,,,,13.5522,,,,,,13.6981,,,,,,
320085,1.0825,1.0273,1.0393,1.0526,,1.0372,11.503,8.7588,18.3018,18.9068,,15.68,10.6264,8.5258,17.6092,17.9616,,15.1182,18.0,,14.0,43.0,,49.0
320086,,,,0.9917,,0.9932,,,,17.6648,,12.9362,,,,17.8128,,13.0241,,,,,,
320090,,,,0.9766,,0.9876,,,,17.7475,,12.8505,,,,18.1733,,13.0122,,,,,,
320091,1.0047,,,1.0624,0.799,1.077,11.8681,,,18.6282,4.1657,15.2343,11.812,,,17.5336,5.2138,14.1457,,,,22.0,,18.0
330005,0.919,1.0596,0.9601,1.1166,0.9441,1.0174,12.0345,11.2087,18.6247,21.3342,5.7908,15.9231,13.0949,10.5786,19.3982,19.1066,6.1335,15.6507,34.0,20.0,48.0,170.0,,90.0
330006,,,,1.0299,,1.0294,,,,18.6087,,16.1794,,,,18.0681,,15.7168,,,,,,17.0
330009,,,1.0624,1.1867,,1.0188,,,24.6167,24.8953,,18.0451,,,23.17,20.9789,,17.7123,,,13.0,38.0,,28.0
330011,0.971,,1.0032,0.9994,1.093,1.0648,13.456,,17.4458,19.2051,5.8255,15.6681,13.8585,,17.3904,19.2173,5.3297,14.714,,,,52.0,,51.0
330013,0.9961,0.9599,1.0227,0.8821,0.9999,0.8821,13.0236,9.8666,19.9309,18.2595,6.064,14.7187,13.0744,10.2789,19.4879,20.7002,6.0645,16.6857,42.0,,31.0,72.0,,44.0
330014,1.0221,,1.0111,1.1576,,1.041,15.6788,,20.4405,24.6669,,18.2178,15.3401,,20.2159,21.309,,17.501,14.0,,17.0,56.0,,29.0
330019,,,1.1396,1.2419,,1.1519,,,21.8885,25.3243,,19.9823,,,19.2069,20.391,,17.3466,,,40.0,120.0,,99.0
330023,1.0209,1.1125,1.0624,0.9538,,1.0978,13.6323,11.9779,20.3182,19.2195,,18.9803,13.3528,10.7667,19.1243,20.1499,,17.2898,59.0,18.0,56.0,232.0,,179.0
330024,1.0301,0.8439,1.0378,0.9823,0.5766,0.9637,15.4679,8.6116,20.9248,19.9892,2.6761,15.2926,15.0156,10.2043,20.162,20.349,4.641,15.8693,39.0,,42.0,177.0,,98.0
330027,,,1.0431,1.0712,,1.1579,,,18.8631,23.1263,,18.4143,,,18.0841,21.5886,,15.903,,,15.0,26.0,,41.0
330028,1.0001,,1.0103,1.0046,1.1466,1.213,12.8961,,20.0228,18.7877,4.5633,21.2465,12.895,,19.8185,18.7025,3.9798,17.5151,,,17.0,24.0,,78.0
330030,,,1.0533,1.0356,,1.1873,,,21.8803,19.0626,,17.9713,,,20.7722,18.4067,,15.1369,,,18.0,21.0,,36.0
330033,,,,0.9529,,1.006,,,,15.8402,,14.7882,,,,16.6226,,14.6999,,,,,,14.0
330043,1.0369,1.0593,1.0114,0.92,0.8657,1.0444,14.2832,10.8375,18.2206,18.3564,4.3347,16.8587,13.7752,10.2304,18.0158,19.9523,5.0071,16.1423,30.0,21.0,34.0,130.0,14.0,112.0
330044,0.9711,,1.0506,1.0178,,1.0152,14.6477,,19.0573,20.3199,,16.1188,15.0834,,18.1389,19.965,,15.877,,,33.0,59.0,,75.0
330045,1.0257,,1.0283,0.9488,0.7882,1.076,13.6492,,18.4127,18.6585,3.9215,18.0178,13.3075,,17.9055,19.6649,4.9755,16.7457,29.0,,47.0,191.0,19.0,227.0
330046,0.9839,0.7939,1.1006,1.0861,1.2596,0.9633,13.6138,7.7021,21.929,21.6776,5.9141,14.7262,13.836,9.7016,19.9249,19.9596,4.6953,15.2867,14.0,,33.0,111.0,27.0,71.0
330047,,,1.0274,0.9818,,1.0101,,,19.6279,19.4325,,15.7402,,,19.104,19.7922,,15.5828,,,15.0,35.0,,29.0
330049,,,0.9693,0.9984,1.0462,0.9122,,,15.4334,17.7432,5.405,14.067,,,15.9227,17.7724,5.1661,15.4214,,,14.0,43.0,,45.0
330055,0.9645,,1.0095,0.933,0.9139,0.8723,16.2872,,21.734,19.7614,4.3797,16.0386,16.8873,,21.5289,21.1808,4.7924,18.3874,22.0,,39.0,136.0,14.0,104.0
330056,1.0115,,1.0477,1.0833,1.0146,1.0707,16.7595,,18.9781,21.2054,4.8289,18.201,16.5691,,18.1135,19.5747,4.7594,16.9984,11.0,,12.0,25.0,,36.0
330057,1.0425,0.9918,0.9804,1.0987,1.1857,1.0996,14.4237,11.1086,19.5829,21.6798,7.5751,18.0542,13.8358,11.2006,19.9741,19.733,6.389,16.4196,47.0,22.0,32.0,181.0,13.0,148.0
330058,,,1.0358,1.0807,0.8816,1.0371,,,18.264,20.8371,4.184,14.5204,,,17.6328,19.2805,4.7458,14.0015,,,15.0,29.0,,24.0
330059,1.097,1.0898,1.1556,0.9349,0.973,0.9678,17.4183,11.5522,24.6666,20.2406,5.0424,16.89,15.8776,10.6005,21.3454,21.6497,5.1825,17.4514,60.0,11.0,79.0,178.0,19.0,142.0
330065,1.0526,,0.9608,1.0401,,0.9749,13.202,,14.1616,17.1226,,13.1173,12.5427,,14.7388,16.463,,13.4553,,,,12.0,,
330073,,,1.0492,1.0379,,1.0603,,,21.9431,20.2808,,16.469,,,20.9133,19.5401,,15.5328,,,18.0,23.0,,25.0
330074,,,1.0263,1.1586,,1.0294,,,16.8967,20.4091,,16.3013,,,16.4641,17.615,,15.8359,,,,37.0,,29.0
330078,,,0.9914,1.0393,,1.0752,,,18.0257,20.3907,,17.1065,,,18.1826,19.6203,,15.9104,,,,33.0,,20.0
330079,,,0.953,1.0059,0.5908,1.0194,,,15.6468,18.4979,2.3079,15.6477,,,16.419,18.3899,3.9062,15.35,,,,,,13.0
330080,,,,0.9848,,0.9764,,,,23.3621,,15.4786,,,,23.722,,15.8535,,,,14.0,,
330085,,,0.9843,1.0478,,1.0155,,,15.2939,19.2378,,15.2803,,,15.538,18.3595,,15.0475,,,,22.0,,25.0
330086,,,,,,0.969,,,,,,14.5239,,,,,,14.9886,,,,,,
330090,1.1638,,0.9824,0.963,0.9221,0.93,17.1744,,16.7561,18.3951,5.2453,14.2625,14.7571,,17.057,19.1017,5.6883,15.3365,28.0,,23.0,42.0,,27.0
330094,,,0.962,1.0346,1.0294,0.9996,,,17.7907,20.6905,4.9329,15.4617,,,18.494,19.9994,4.792,15.4682,,,16.0,36.0,,21.0
330096,,,0.984,0.9957,,0.8816,,,17.2778,19.6543,,13.4119,,,17.5581,19.7396,,15.2128,,,,16.0,,
330101,0.9657,0.935,0.9423,0.862,0.7871,0.9382,14.7672,10.9926,18.778,18.0418,4.099,15.9668,15.2922,11.7572,19.9285,20.9313,5.2075,17.0188,102.0,40.0,114.0,491.0,27.0,418.0
330102,0.989,,1.0485,0.9996,,1.0784,13.1367,,17.9483,18.7289,,15.2837,13.2823,,17.1185,18.7367,,14.1722,,,13.0,29.0,,25.0
330103,0.9946,,1.0573,1.0371,0.9891,1.0076,12.5233,,15.7684,19.5092,4.9425,15.4549,12.5915,,14.9136,18.8121,4.9969,15.3386,12.0,,23.0,43.0,,60.0
330104,1.0347,,1.0591,0.9452,1.2247,1.139,14.2675,,17.5974,17.9744,6.2002,18.8912,13.7887,,16.6158,19.0159,5.0625,16.5851,16.0,,27.0,56.0,11.0,151.0
330106,1.0531,0.8923,1.1017,1.0816,0.7928,0.9936,14.4211,9.1713,19.6626,21.179,3.6294,15.7309,13.6935,10.278,17.847,19.5809,4.5779,15.8326,68.0,20.0,61.0,326.0,32.0,222.0
330107,1.0587,,0.9879,1.0977,0.8641,0.9564,13.163,,18.2308,20.8687,3.7995,14.9328,12.433,,18.4535,19.0118,4.3972,15.6129,18.0,,35.0,107.0,43.0,82.0
330111,,,,,,0.9947,,,,,,13.6838,,,,,,13.7572,,,,,,
330115,,,1.0369,1.1031,,1.0252,,,15.0675,19.8939,,14.0296,,,14.531,18.0337,,13.6852,,,,23.0,,19.0
330119,0.9587,0.9404,1.0325,0.9703,0.779,0.936,13.2672,8.8248,19.5792,18.5477,3.6093,14.8835,13.8381,9.3845,18.9632,19.1146,4.6331,15.9012,20.0,16.0,21.0,85.0,,56.0
330125,1.0339,0.9993,1.0895,1.0734,1.054,1.1211,14.9262,12.1083,21.6233,21.2291,6.019,17.7476,14.4368,12.1167,19.8477,19.7782,5.7103,15.831,31.0,11.0,26.0,95.0,,42.0
330126,0.9991,0.9942,0.9848,1.0625,1.012,1.1083,14.6272,10.8638,19.1913,21.9504,7.4122,18.9454,14.6411,10.927,19.4875,20.6588,7.3243,17.0934,51.0,,90.0,206.0,,185.0
330127,,,0.9502,1.0321,,1.0469,,,19.7752,21.4679,,18.2341,,,20.8114,20.7992,,17.4167,,,,44.0,,36.0
330128,1.0082,,0.975,0.9927,,0.9439,12.6991,,18.1656,20.3205,,13.9176,12.5961,,18.6321,20.4708,,14.744,,,,34.0,,14.0
330135,,,1.0772,1.068,,0.9509,,,16.8572,20.2452,,14.5243,,,15.6485,18.9561,,15.2748,,,22.0,39.0,,17.0
330136,0.9866,0.9907,0.9637,0.9478,0.857,0.9528,13.6158,10.9535,19.4803,19.3931,4.5195,15.3545,13.8007,11.056,20.2138,20.4613,5.2736,16.1155,26.0,,13.0,57.0,,37.0
330140,1.1464,1.0489,1.0356,1.207,0.8652,1.173,15.0938,12.9358,18.7104,23.0356,4.4594,18.517,13.1665,12.3332,18.0664,19.0858,5.1541,15.7856,81.0,45.0,43.0,142.0,12.0,122.0
330141,0.8774,,1.0125,0.9369,0.9017,1.0282,12.5002,,20.2129,21.2102,4.2979,20.2594,14.2476,,19.9631,22.6387,4.7663,19.7044,,,44.0,70.0,,176.0
330151,,,1.0562,1.0114,,1.026,,,15.187,17.5895,,14.4407,,,14.3791,17.3918,,14.0744,,,,,,19.0
330153,0.956,0.9424,1.0539,1.0388,,0.9969,12.9917,10.6883,19.0419,18.8232,,15.738,13.5896,11.3421,18.068,18.12,,15.7877,25.0,,27.0,72.0,,64.0
330157,,,1.0384,0.9927,,1.0227,,,18.431,19.7743,,17.6982,,,17.7492,19.9197,,17.3045,,,21.0,40.0,,41.0
330158,1.0679,0.9886,1.0597,1.0782,0.8423,1.1515,14.7134,10.8988,18.0213,20.9666,3.9575,19.0518,13.7774,11.0241,17.0065,19.4456,4.6982,16.5455,39.0,,39.0,133.0,,153.0
330160,1.0179,0.839,1.0993,0.9573,1.2066,1.0113,13.6526,9.172,21.5217,18.5606,6.1499,16.3872,13.4123,10.9326,19.5773,19.3885,5.0969,16.2044,36.0,,82.0,196.0,,143.0
330162,1.0392,,1.0162,0.9371,1.073,1.0448,13.6897,,17.3442,16.7291,6.3702,14.7087,13.1732,,17.0679,17.8513,5.937,14.0778,24.0,,14.0,55.0,,47.0
330164,,,1.0239,1.0273,1.0468,1.0308,,,19.1776,19.686,5.9796,15.3254,,,18.7305,19.163,5.7125,14.8669,,,15.0,61.0,,44.0
330166,,,,,,0.9932,,,,,,12.261,,,,,,12.3452,,,,,,
330169,0.9739,,1.1043,0.9982,,1.1652,14.6023,,20.5155,20.9372,,19.2109,14.9939,,18.5777,20.9747,,16.4875,16.0,,35.0,119.0,,117.0
330175,,,0.9793,1.0916,,1.0072,,,15.2999,19.0897,,14.2164,,,15.6239,17.4879,,14.1145,,,,40.0,,38.0
330180,0.9419,,0.8889,0.9343,,0.9399,13.6804,,16.7871,18.964,,16.1739,14.5242,,18.8855,20.2974,,17.2086,11.0,,,66.0,,60.0
330181,1.0359,,0.9972,0.9051,,0.8207,19.1348,,17.7136,18.1452,,14.2036,18.472,,17.7642,20.047,,17.3077,,,,22.0,,20.0
330182,1.0939,0.8277,0.9612,0.9509,0.776,1.0659,14.8769,8.0706,17.4311,19.0217,4.1147,17.0788,13.6,9.751,18.1355,20.0037,5.3022,16.0226,96.0,32.0,52.0,392.0,33.0,211.0
330184,,,1.0453,1.068,0.9559,1.0581,,,19.2966,21.5873,4.4365,16.5222,,,18.4596,20.2131,4.6412,15.6144,,,17.0,42.0,12.0,35.0
330185,0.9847,,0.9007,0.97,0.9994,0.9029,13.9551,,17.9347,20.7763,6.0323,15.4861,14.1719,,19.911,21.4184,6.0357,17.1515,20.0,,23.0,101.0,,123.0
330188,,,1.0242,1.0124,,1.1262,,,15.747,18.7437,,15.5351,,,15.3756,18.514,,13.7947,,,11.0,23.0,,26.0
330191,1.0826,,0.9121,0.9338,,0.9652,12.9362,,17.2522,18.2975,,15.1306,11.949,,18.9154,19.5955,,15.6754,16.0,,24.0,56.0,,50.0
330193,,,1.041,0.9631,,0.98,,,24.4911,23.1023,,20.7201,,,23.5265,23.9874,,21.1437,,,14.0,32.0,,52.0
