facility_id,readm_ratio_readm_30_ami_hrrp,readm_ratio_readm_30_cabg_hrrp,readm_ratio_readm_30_copd_hrrp,readm_ratio_readm_30_hf_hrrp,readm_ratio_readm_30_hip_knee_hrrp,readm_ratio_readm_30_pn_hrrp,readm_predicted_readm_30_ami_hrrp,readm_predicted_readm_30_cabg_hrrp,readm_predicted_readm_30_copd_hrrp,readm_predicted_readm_30_hf_hrrp,readm_predicted_readm_30_hip_knee_hrrp,readm_predicted_readm_30_pn_hrrp,readm_expected_readm_30_ami_hrrp,readm_expected_readm_30_cabg_hrrp,readm_expected_readm_30_copd_hrrp,readm_expected_readm_30_hf_hrrp,readm_expected_readm_30_hip_knee_hrrp,readm_expected_readm_30_pn_hrrp,readm_count_readm_30_ami_hrrp,readm_count_readm_30_cabg_hrrp,readm_count_readm_30_copd_hrrp,readm_count_readm_30_hf_hrrp,readm_count_readm_30_hip_knee_hrrp,readm_count_readm_30_pn_hrrp
140048,0.9948,,1.1376,1.0381,1.0184,1.0845,15.9953,,21.6256,22.3735,6.6075,18.7469,16.0784,,19.0106,21.5528,6.488,17.2868,21.0,,41.0,146.0,,56.0
140049,,,1.0092,1.1003,,1.0004,,,16.1974,23.694,,17.469,,,16.0491,21.5335,,17.4627,,,,38.0,,14.0
140052,1.025,,0.9391,1.0103,,0.9545,14.3699,,16.8067,17.5253,,14.9943,14.0197,,17.8965,17.3472,,15.7085,,,,20.0,,23.0
140053,0.9174,0.9496,0.9723,0.9866,,0.9084,12.2094,10.7662,18.6807,19.8295,,14.9102,13.3085,11.3379,19.2135,20.0992,,16.4142,66.0,19.0,42.0,187.0,,65.0
140054,1.0804,,1.0693,1.0609,,1.0399,15.8364,,21.6497,20.6882,,16.5432,14.6584,,20.2473,19.5008,,15.9091,14.0,,31.0,60.0,,42.0
140059,,,0.9849,0.9447,1.0587,1.028,,,17.647,18.6407,4.3779,15.5048,,,17.9177,19.7315,4.1353,15.083,,,,14.0,,15.0
140062,1.048,0.9794,1.0277,1.0614,1.2957,1.0938,15.9901,9.6546,19.5926,21.6608,6.7641,18.6327,15.2575,9.8575,19.0637,20.4079,5.2203,17.035,57.0,,92.0,299.0,22.0,273.0
140063,1.0003,,0.9631,1.0148,,1.0554,15.3387,,17.5407,20.3499,,16.2355,15.3334,,18.2126,20.0531,,15.3829,,,,55.0,,40.0
140064,,,0.9815,1.0612,,1.0168,,,15.4322,18.4791,,14.7338,,,15.7226,17.4135,,14.4904,,,15.0,48.0,,45.0
140065,0.9305,,0.9675,0.9419,1.097,0.9955,12.2012,,17.1019,18.0182,7.0237,16.2515,13.1126,,17.6765,19.1305,6.4028,16.3257,,,20.0,75.0,19.0,79.0
140067,0.9963,1.0917,0.8985,0.9794,0.9628,1.1165,12.1842,10.4683,14.5315,18.4392,5.5016,17.2284,12.2293,9.5891,16.1722,18.8277,5.7142,15.4307,65.0,19.0,37.0,177.0,,149.0
140068,,,1.0249,1.0052,,1.0088,,,19.3025,23.7675,,16.4497,,,18.8326,23.6437,,16.3065,,,,13.0,,
140080,1.0446,,1.0534,1.0941,0.9994,1.0405,12.3722,,22.7369,21.945,5.5692,17.3407,11.8437,,21.585,20.0573,5.5728,16.666,,,15.0,40.0,,49.0
140082,0.9463,,1.0419,1.0441,1.4155,1.0581,18.4433,,25.4654,22.6174,6.64,20.1184,19.4892,,24.4406,21.6614,4.691,19.013,,,14.0,27.0,11.0,38.0
140083,,,,1.0206,,,,,,21.9931,,,,,,21.5496,,,,,,,,
140084,0.9296,,1.0186,0.9521,,1.0343,13.7106,,19.2266,18.3822,,17.8392,14.7485,,18.8764,19.3062,,17.2476,,,17.0,36.0,,43.0
140088,1.0432,0.8877,1.0066,1.036,,1.1233,18.2249,10.5449,19.7111,22.6025,,19.2162,17.4701,11.8795,19.5823,21.8163,,17.107,28.0,19.0,48.0,162.0,,64.0
140089,,,1.0,0.9914,,1.1684,,,18.1864,17.6796,,18.8785,,,18.1869,17.833,,16.1579,,,,,,38.0
140091,1.0311,1.05,1.0501,1.1525,0.9918,1.089,14.4656,11.4983,20.1714,24.3728,5.5345,17.7927,14.0287,10.9511,19.2089,21.1474,5.58,16.3389,47.0,13.0,40.0,215.0,,104.0
140093,,,1.0849,1.1278,1.0133,0.9756,,,20.0599,21.7107,4.3207,16.0768,,,18.4902,19.25,4.264,16.4787,,,28.0,49.0,,35.0
140095,,,,1.0233,,,,,,19.0169,,,,,,18.5839,,,,,,,,
140101,0.906,,0.9694,1.0662,1.0798,1.0312,12.0081,,18.0093,20.9612,7.3072,16.6441,13.2546,,18.578,19.6589,6.7671,16.1404,,,15.0,64.0,,49.0
140103,,,1.0969,1.0441,,0.9902,,,27.7543,27.7973,,19.3437,,,25.303,26.6233,,19.5355,,,17.0,13.0,,
140110,,,0.9504,0.9542,,0.9798,,,15.0559,18.2599,,15.3176,,,15.8409,19.1371,,15.6334,,,,37.0,,40.0
140113,1.0443,1.0841,1.0055,1.0316,,0.9688,12.9859,11.7533,15.736,18.6762,,13.6035,12.4352,10.8415,15.6491,18.1036,,14.0416,17.0,,,31.0,,11.0
140114,1.0254,,0.9504,0.9687,,1.019,14.4766,,18.538,18.8568,,17.1994,14.1185,,19.5059,19.4652,,16.8786,22.0,,11.0,62.0,,62.0
140115,,,,,,1.0175,,,,,,17.4854,,,,,,17.1843,,,,,,
140116,1.0632,1.1516,0.9987,0.9522,1.079,1.0154,14.0248,11.6058,19.8787,19.43,6.6997,16.9709,13.191,10.0783,19.9044,20.4052,6.2091,16.7134,49.0,17.0,82.0,263.0,23.0,194.0
140117,1.0193,1.0415,0.9751,0.891,1.0617,0.9946,15.2994,12.5811,20.1428,17.0218,7.1574,17.5766,15.0091,12.0801,20.6565,19.1039,6.7417,17.6718,27.0,,19.0,106.0,,68.0
140119,1.0783,0.9657,0.9143,1.0088,0.9213,0.9464,19.0503,12.5642,22.097,23.1518,4.8085,17.6807,17.6674,13.0106,24.1676,22.9508,5.2194,18.6819,31.0,11.0,14.0,153.0,12.0,54.0
140120,,,0.9768,1.0057,,0.9471,,,15.4542,18.1535,,15.0221,,,15.8213,18.0512,,15.8613,,,,24.0,,17.0
140122,0.9872,0.9384,1.004,0.9554,,0.9447,12.7355,10.7362,18.4812,18.435,,15.2751,12.9007,11.4406,18.4068,19.2958,,16.1699,21.0,,21.0,64.0,,55.0
140124,0.9995,,1.0356,0.9274,,1.0489,13.4153,,23.4481,19.2651,,17.5179,13.4217,,22.6429,20.7744,,16.7015,,,15.0,28.0,,12.0
140125,,,1.0066,0.9815,,1.0043,,,16.7249,17.7965,,14.8369,,,16.6149,18.1311,,14.774,,,,,,12.0
140127,1.0492,1.1807,0.9899,1.035,1.5827,1.0262,13.8172,12.8662,16.2704,20.3786,7.4284,15.9192,13.1688,10.8968,16.4372,19.6885,4.6936,15.513,16.0,,17.0,72.0,27.0,49.0
140130,1.0561,,0.956,0.8773,0.8313,1.0336,14.1969,,17.5971,17.7398,4.1795,17.2903,13.4423,,18.4077,20.22,5.0277,16.7277,17.0,,19.0,102.0,,83.0
140133,,,1.0643,0.9928,,0.9971,,,21.3773,22.3771,,18.7773,,,20.0862,22.5402,,18.8323,,,19.0,31.0,,12.0
140135,0.9488,,1.0033,0.9834,,0.854,13.3053,,21.0108,20.1103,,13.9383,14.0226,,20.9414,20.4489,,16.3209,,,49.0,76.0,,51.0
140137,,,,0.9878,,0.959,,,,19.681,,15.7022,,,,19.9248,,16.3741,,,,,,
140145,,,0.9882,0.9661,,0.9983,,,15.5847,17.433,,14.883,,,15.7706,18.0454,,14.908,,,,15.0,,24.0
140148,1.0334,0.9563,0.9743,1.0456,,0.9546,13.9195,10.2427,18.58,20.4703,,14.7188,13.4702,10.7107,19.0691,19.5779,,15.4191,60.0,14.0,54.0,123.0,,101.0
140150,1.0123,,0.9678,1.0594,1.1239,0.9768,14.8904,,19.828,22.1065,5.7194,17.8993,14.7097,,20.4881,20.8662,5.0888,18.3237,,,,43.0,,15.0
140155,0.8926,,0.9713,0.9554,0.8402,0.8758,12.3553,,18.2782,20.1357,4.5676,14.7774,13.8423,,18.818,21.076,5.4361,16.8733,,,11.0,22.0,,22.0
140158,,,,1.0208,,1.0218,,,,19.7763,,16.709,,,,19.3737,,16.3518,,,,,,11.0
140160,0.967,,1.0012,0.9121,,0.9136,13.5094,,16.5129,15.5233,,12.6737,13.9705,,16.4939,17.0192,,13.8721,,,,18.0,,17.0
140161,,,0.975,1.048,1.0426,0.9922,,,14.6014,16.5976,4.2525,12.9643,,,14.975,15.8374,4.0785,13.0662,,,,21.0,,17.0
140162,1.0035,0.9173,1.0045,1.104,1.0983,1.0312,10.9924,9.5056,14.5779,18.9121,5.2289,14.58,10.9544,10.362,14.5119,17.1308,4.7607,14.1391,16.0,,13.0,80.0,,51.0
140164,1.0711,1.0349,0.9763,1.0652,,0.9952,13.783,9.5059,18.1532,22.9106,,17.0449,12.8675,9.1856,18.593,21.5083,,17.127,33.0,,26.0,76.0,,52.0
140166,1.019,,1.0467,1.0375,,1.1273,14.1369,,20.1905,21.2766,,18.6315,13.8735,,19.2904,20.5078,,16.5277,12.0,,23.0,81.0,,70.0
140172,1.0142,,1.0539,1.0567,1.012,1.0215,14.5366,,20.612,22.2428,6.0073,17.8811,14.3337,,19.5584,21.0491,5.9359,17.505,17.0,,30.0,112.0,,56.0
140174,1.0591,,1.0883,1.0896,,0.9948,15.5168,,19.0864,22.0302,,15.7505,14.6506,,17.5381,20.2191,,15.8333,14.0,,16.0,50.0,,28.0
140177,,,1.0474,1.0346,,,,,28.001,25.7291,,,,,26.7339,24.8685,,,,,12.0,13.0,,
140179,1.1116,,1.071,1.118,,1.0921,16.9259,,21.5163,23.4025,,18.5357,15.226,,20.0903,20.9319,,16.9719,21.0,,38.0,128.0,,81.0
140180,1.1225,,1.0481,1.0714,,0.9422,17.9193,,19.7906,25.2457,,16.18,15.9639,,18.8831,23.5629,,17.1731,12.0,,14.0,46.0,,16.0
140181,,,,,,1.0569,,,,,,18.8173,,,,,,17.8042,,,,,,
140182,0.9983,,1.071,1.087,,0.9928,15.9509,,23.5663,22.1097,,16.565,15.9784,,22.005,20.3407,,16.6853,,,16.0,67.0,,28.0
140184,0.9678,,1.0676,1.0795,,1.0589,12.2432,,22.2118,22.0126,,16.65,12.651,,20.8052,20.3911,,15.7231,,,18.0,31.0,,28.0
140185,1.0557,1.0754,0.9722,0.9858,1.0539,1.0045,15.9867,13.0679,19.5094,20.4042,5.5944,17.6192,15.1426,12.1521,20.0673,20.699,5.3084,17.5406,27.0,,40.0,133.0,,121.0
140186,1.0113,1.0218,0.9958,0.9793,,0.9825,14.2834,10.8891,20.1782,19.1019,,15.4528,14.1235,10.6566,20.2628,19.5065,,15.7279,17.0,,36.0,77.0,,73.0
140187,1.0033,1.0727,1.0145,0.9987,1.0493,0.9297,14.5561,11.2482,19.6609,20.124,6.7797,15.6326,14.5076,10.4856,19.3795,20.1507,6.461,16.8151,37.0,,18.0,113.0,,47.0
140189,0.9292,,0.9511,0.994,1.2592,0.9342,13.9493,,16.7249,19.3928,7.0839,14.8062,15.0124,,17.5853,19.5098,5.6259,15.8488,,,35.0,107.0,24.0,55.0
140191,1.0176,,1.0108,1.1602,1.0527,1.0243,12.8535,,18.407,22.8411,6.4677,18.4327,12.6314,,18.211,19.6872,6.1436,17.9959,,,17.0,126.0,,33.0
140200,1.0617,1.0553,0.9925,1.0958,1.0717,1.0571,14.3234,11.0409,18.2419,20.6721,5.0574,16.8947,13.4908,10.4619,18.3797,18.8646,4.7193,15.9815,29.0,12.0,58.0,239.0,46.0,132.0
140202,0.9813,0.9247,1.0198,0.9324,0.8504,1.1126,14.0061,9.1953,18.93,18.5432,5.8315,18.4188,14.2726,9.9437,18.5617,19.888,6.8573,16.5541,29.0,,52.0,152.0,,186.0
140206,,,1.0381,1.0385,,1.0431,,,20.7001,23.6057,,17.1033,,,19.9409,22.7308,,16.396,,,,14.0,,15.0
140208,1.0854,1.1633,1.0502,0.9634,1.3511,1.1074,17.3592,15.3363,21.4823,20.4636,7.9656,19.392,15.993,13.1831,20.4548,21.2403,5.8958,17.5111,58.0,31.0,56.0,251.0,17.0,118.0
140209,0.9556,1.0265,1.0304,1.0891,,1.038,13.1662,9.8721,19.5834,21.6588,,17.1999,13.7786,9.6172,19.0054,19.8867,,16.5702,24.0,,24.0,81.0,,61.0
140210,,,0.9736,0.9659,,1.0029,,,18.3279,22.4369,,15.6661,,,18.824,23.2301,,15.6215,,,,,,
140211,1.0379,,1.01,0.9009,1.0701,1.004,12.2366,,17.6777,16.9221,8.1645,15.751,11.7898,,17.5036,18.7844,7.6297,15.6877,18.0,,23.0,96.0,,68.0
140213,0.9709,0.8818,1.0107,1.08,0.8912,1.1266,13.0622,10.1984,17.6623,21.4202,4.8499,18.3648,13.454,11.5655,17.4754,19.8338,5.4422,16.3015,48.0,22.0,55.0,249.0,,212.0
140217,1.0598,,0.9796,0.9543,1.0288,0.9263,14.0316,,17.5021,20.5182,6.9152,15.6185,13.2404,,17.8665,21.5015,6.7219,16.8613,,,,31.0,,20.0
140223,0.9687,1.1092,1.0067,0.9012,1.1491,1.0675,13.7243,11.0492,19.7091,17.8963,7.2137,19.1477,14.1674,9.961,19.5777,19.8578,6.2776,17.9376,32.0,11.0,35.0,225.0,,215.0
140224,0.9804,,0.9887,0.9884,0.9258,1.0152,13.9966,,22.4854,18.9638,5.2747,16.649,14.2767,,22.7425,19.1861,5.6976,16.3991,,,,35.0,,18.0
140228,1.1322,1.1145,1.0235,1.1372,,1.0209,14.2086,12.5273,18.478,22.8594,,16.3837,12.5499,11.2401,18.0543,20.1006,,16.0482,30.0,11.0,30.0,109.0,,82.0
140231,1.0982,1.0747,1.0681,1.0381,1.1499,0.9982,14.1698,10.2938,20.0781,20.682,5.634,15.5617,12.9026,9.5781,18.7988,19.9232,4.8995,15.59,35.0,14.0,64.0,223.0,19.0,139.0
140233,1.0095,1.1934,0.9851,1.0249,1.3518,1.0897,13.4237,13.1183,18.0236,19.5031,6.9935,17.7986,13.297,10.9926,18.2969,19.0287,5.1734,16.3329,28.0,15.0,16.0,103.0,14.0,92.0
140239,0.9864,0.9912,0.9929,0.9156,,0.968,14.1183,10.7669,20.3646,18.6022,,15.3337,14.3125,10.8626,20.5112,20.3177,,15.8399,12.0,,30.0,42.0,,21.0
140242,0.9809,0.8668,1.0129,0.996,0.8966,1.0594,12.0358,8.4653,16.9673,18.9236,6.4495,17.2388,12.27,9.7659,16.7516,19.0,7.1935,16.2725,29.0,11.0,33.0,188.0,,122.0
140251,0.986,,0.9841,1.0346,,0.9956,12.6566,,17.3453,22.2223,,16.5208,12.8369,,17.6263,21.479,,16.5931,,,12.0,45.0,,23.0
140252,1.1094,1.0657,1.0155,0.9613,0.9572,0.9984,14.0104,10.5209,17.7993,17.4186,5.0225,14.7644,12.6284,9.8726,17.528,18.119,5.2469,14.788,49.0,15.0,54.0,170.0,33.0,175.0
140258,1.0179,0.9318,1.081,1.032,1.0648,1.0148,13.7676,10.641,19.2221,20.6934,5.5184,16.8974,13.5251,11.4193,17.7814,20.0513,5.1824,16.6512,25.0,,32.0,166.0,17.0,99.0
140275,0.968,,0.9521,0.9436,0.8914,0.9832,12.5195,,15.0504,17.2729,4.5315,15.2064,12.9338,,15.808,18.3044,5.0838,15.466,,,,13.0,,15.0
140276,1.0697,1.0641,1.1036,0.9871,1.0243,1.0261,17.0399,12.0913,21.2224,20.6874,6.0294,16.9003,15.9293,11.3625,19.2295,20.9567,5.8864,16.4709,29.0,17.0,25.0,112.0,,44.0
140280,1.0146,0.948,1.0076,0.9572,1.107,1.1355,11.2975,9.016,16.5088,17.9775,4.9966,17.0853,11.1352,9.5103,16.3843,18.7819,4.5136,15.0465,25.0,,23.0,67.0,,83.0
140281,0.9907,0.9565,1.0843,0.9577,1.0332,1.0415,15.1388,9.9626,23.2836,20.8504,5.7315,18.7412,15.2805,10.4152,21.4724,21.7712,5.5474,17.9948,26.0,14.0,47.0,252.0,28.0,152.0
140286,0.9994,,1.0364,0.9301,,0.9466,12.9367,,19.4529,18.3307,,14.6263,12.9446,,18.7691,19.7085,,15.4506,12.0,,27.0,45.0,,54.0
140288,0.9643,1.0624,0.9888,1.0494,1.0514,0.9886,12.8592,10.9617,17.6999,20.5386,6.2276,16.2909,13.3359,10.3181,17.9013,19.5711,5.9231,16.4783,24.0,19.0,22.0,197.0,,103.0
140289,1.0316,,1.0629,0.9889,1.0142,1.0639,12.805,,18.8739,18.8512,6.3326,16.5761,12.4127,,17.7568,19.0623,6.2439,15.5811,,,23.0,55.0,,60.0
140290,0.9765,,0.936,0.9864,0.9013,1.0605,12.26,,17.1245,19.7188,4.4653,19.3821,12.5546,,18.2946,19.9903,4.9545,18.2771,,,,111.0,11.0,90.0
140291,0.9874,1.1049,1.0318,0.9883,1.1967,1.0502,12.7844,11.9518,18.7137,19.7785,6.8512,17.3887,12.9472,10.8173,18.1365,20.0131,5.725,16.558,17.0,16.0,36.0,137.0,,132.0
140292,1.0217,,1.0278,1.0313,,1.0159,15.5253,,21.9026,19.9407,,16.2711,15.1959,,21.3107,19.3352,,16.0167,,,12.0,20.0,,24.0
140294,,,,,0.9906,1.0384,,,,,5.0165,14.7122,,,,,5.0642,14.1679,,,,,,11.0
140304,0.9857,,1.0608,1.0177,,1.0049,12.4146,,19.6858,21.4166,,16.8408,12.5945,,18.5581,21.0451,,16.7593,,,18.0,45.0,,33.0
150001,,,0.9657,1.0198,,0.9567,,,13.3121,16.8929,,12.3269,,,13.7844,16.5653,,12.8843,,,,23.0,,11.0
150002,1.1299,,1.0492,1.1072,,1.0551,17.7543,,18.9183,22.2562,,18.2588,15.7137,,18.0313,20.1014,,17.3054,23.0,,31.0,97.0,,59.0
150005,0.9175,,0.9863,1.0066,1.0263,0.9355,12.5056,,15.0842,18.8102,6.7276,13.5169,13.6301,,15.2931,18.687,6.5554,14.4481,,,15.0,49.0,,35.0
150006,0.9965,,1.0419,1.0631,,1.1262,13.2177,,19.2673,20.3905,,17.623,13.2638,,18.4933,19.1809,,15.648,,,25.0,55.0,,63.0
150007,0.9341,,0.9888,0.9815,0.8588,0.9799,12.1658,,17.5456,18.3817,4.5459,14.2338,13.0247,,17.7451,18.7282,5.2932,14.5263,,,19.0,29.0,,26.0
150008,,,1.0845,0.9617,,0.974,,,21.2983,21.0496,,17.7839,,,19.6384,21.8872,,18.2592,,,20.0,19.0,,19.0
150009,0.9889,,1.0199,0.9734,,0.8958,12.5579,,20.905,19.1083,,14.3499,12.6986,,20.4976,19.6298,,16.0185,13.0,,31.0,55.0,,49.0
150010,,,0.9557,0.9477,1.1001,1.0316,,,15.7603,18.0078,5.9576,16.0677,,,16.4905,19.0008,5.4155,15.5753,,,,32.0,,31.0
150011,0.9974,,1.0828,1.0166,,0.9198,13.5119,,18.9573,18.54,,13.0093,13.5472,,17.507,18.2375,,14.1433,,,25.0,44.0,,21.0
150012,0.9846,,0.9533,1.0549,1.033,0.9803,12.3388,,16.4459,19.6848,6.588,14.7492,12.5322,,17.2516,18.6608,6.3777,15.0453,16.0,,24.0,94.0,,54.0
150015,1.1842,,1.0274,1.0378,1.1242,1.0541,15.4396,,18.2467,20.5032,6.3045,16.9765,13.0376,,17.7606,19.7567,5.608,16.1057,28.0,,19.0,71.0,,65.0
150017,0.9524,1.0566,0.9799,0.9957,,0.9789,11.7047,10.7278,18.602,20.7755,,17.0672,12.2892,10.1533,18.9828,20.8654,,17.4352,28.0,,21.0,110.0,,68.0
150018,0.9541,1.0319,0.9399,1.0517,1.0031,0.8747,10.4287,10.9738,17.9289,19.5972,6.05,13.3377,10.9309,10.6346,19.0762,18.6332,6.0313,15.2487,12.0,13.0,25.0,63.0,,39.0
150021,0.9443,1.0355,1.0904,1.0275,,0.8655,10.8194,10.1535,19.6502,20.4967,,13.6322,11.4573,9.8053,18.0214,19.9475,,15.7508,53.0,14.0,55.0,151.0,,99.0
150022,,,0.9601,0.9643,,1.0408,,,17.849,17.5007,,16.7998,,,18.5906,18.1483,,16.1419,,,,13.0,,20.0
150023,0.9261,0.9714,0.9901,1.1008,1.3349,1.0877,13.6473,10.6463,18.9679,23.3843,9.5595,18.6535,14.7363,10.9599,19.1569,21.2427,7.1612,17.1497,34.0,,37.0,195.0,,180.0
150024,1.0242,,1.024,1.0196,,1.0681,15.1557,,20.2486,20.7039,,19.933,14.797,,19.7731,20.3058,,18.6618,,,20.0,36.0,,23.0
150026,1.0304,,0.9819,0.9331,,0.9687,12.3674,,13.0993,16.2533,,13.4631,12.0025,,13.3403,17.4178,,13.8984,12.0,,,28.0,,25.0
150030,,,1.0599,0.9489,0.7609,1.0486,,,19.7734,18.1159,3.878,13.5272,,,18.6556,19.0919,5.0965,12.9007,,,22.0,14.0,,24.0
150034,1.0022,1.18,0.9909,1.0165,0.9452,0.9439,13.2914,14.04,17.6221,21.0752,5.6842,15.084,13.2617,11.8987,17.7843,20.7325,6.0136,15.9806,15.0,13.0,27.0,99.0,11.0,58.0
150035,0.9759,0.9531,0.9885,1.0894,1.209,0.9653,13.9677,9.8675,17.2972,22.5248,7.1595,15.8584,14.3121,10.3529,17.4984,20.6764,5.9218,16.4282,31.0,,36.0,144.0,,95.0
150037,,,1.0356,1.0154,0.9709,0.9776,,,19.0157,17.3553,5.5702,14.6754,,,18.3624,17.0918,5.7371,15.0115,,,30.0,16.0,,17.0
150042,0.9921,,0.9699,1.0809,0.9711,1.0677,10.9482,,16.5305,19.3955,5.1382,15.286,11.0355,,17.0442,17.9434,5.2912,14.3169,11.0,,11.0,68.0,,65.0
150044,0.9445,0.9353,1.0262,0.9774,0.9851,1.059,12.6767,10.3177,20.864,20.703,8.7976,18.3289,13.4209,11.0313,20.3308,21.1813,8.931,17.3075,26.0,,70.0,154.0,,157.0
150045,,,1.0437,1.0469,,1.0042,,,15.7846,18.9395,,13.8993,,,15.1239,18.0916,,13.8412,,,,15.0,,
150046,1.0374,1.0583,1.0787,1.087,,1.074,13.8179,15.172,17.5236,21.9985,,18.3178,13.3201,14.3358,16.2457,20.2384,,17.0557,19.0,,17.0,44.0,,45.0
150047,,,,0.9949,,1.0084,,,,17.4248,,15.7301,,,,17.5133,,15.5992,,,,,,
150048,1.0561,0.9907,0.9879,0.9389,1.2592,1.0584,14.365,11.1362,18.0813,19.7178,10.4707,17.0754,13.6017,11.2405,18.3026,21.0008,8.3153,16.1339,38.0,,51.0,134.0,,115.0
150051,0.9482,0.962,0.9635,0.8886,0.9792,0.8365,11.4583,9.7378,18.6904,18.0492,6.2386,14.3906,12.0843,10.1223,19.3984,20.3126,6.3711,17.2043,22.0,,15.0,70.0,,70.0
150056,0.9434,1.1148,0.9716,0.9823,0.9265,0.9968,12.7728,11.2115,18.4532,20.2421,5.6747,17.3652,13.5397,10.0571,18.9934,20.606,6.125,17.4215,19.0,12.0,27.0,91.0,,84.0
150057,,,1.0189,0.9799,0.8043,1.0439,,,16.2467,18.9392,4.8143,14.8858,,,15.9446,19.3281,5.986,14.2599,,,,19.0,,29.0
150058,0.8639,0.9573,1.103,0.9831,0.9672,0.9749,10.2959,8.7129,19.2929,17.366,5.2976,14.6984,11.9173,9.1019,17.4907,17.6646,5.4771,15.077,13.0,,47.0,70.0,,53.0
150059,0.9556,,1.0429,0.9336,,1.0469,13.1044,,18.2646,17.1763,,14.9945,13.7138,,17.5125,18.3983,,14.3224,,,23.0,18.0,,33.0
150061,,,0.9588,0.9962,,0.9312,,,16.6856,19.2322,,12.96,,,17.4029,19.3047,,13.9173,,,,,,
150065,,,0.9588,0.9139,,0.916,,,15.533,16.6644,,13.3028,,,16.2005,18.2352,,14.5232,,,,,,
150069,,,1.0192,1.0175,,0.9427,,,16.1657,18.922,,13.3083,,,15.8611,18.5971,,14.1169,,,13.0,23.0,,20.0
150072,,,0.9863,0.9023,,0.9394,,,15.5474,16.5089,,13.5672,,,15.7636,18.2965,,14.4419,,,,,,
150074,1.1367,0.9467,1.0161,1.0814,0.9858,0.9909,13.932,10.2383,18.7991,20.6803,5.2044,14.9777,12.2565,10.815,18.5005,19.1229,5.2793,15.1152,47.0,17.0,26.0,125.0,,31.0
150075,,,1.0167,0.9865,,0.9534,,,18.3563,19.9161,,12.2608,,,18.0553,20.1885,,12.8607,,,,,,
150076,,,1.0022,0.9454,,0.9345,,,16.7049,17.2896,,13.4456,,,16.6688,18.2874,,14.3881,,,,18.0,,
150082,0.9352,1.1139,0.937,1.0949,1.2025,0.9904,11.5924,9.9064,17.2844,21.0854,8.4125,15.607,12.3955,8.8931,18.4473,19.2579,6.996,15.7579,66.0,19.0,64.0,317.0,18.0,147.0
150084,1.0345,1.006,0.9582,1.0425,1.0879,0.9664,14.8769,9.6953,18.8661,21.3655,9.8348,16.1567,14.3808,9.6374,19.6894,20.4945,9.0398,16.7177,19.0,,13.0,124.0,,62.0
150086,,,1.0501,1.0142,0.9039,0.9964,,,21.4069,20.9531,5.5824,16.5286,,,20.3847,20.6592,6.176,16.5886,,,25.0,31.0,,30.0
150088,,,1.0217,1.0832,0.9368,1.0289,,,22.3652,20.8102,5.3557,16.2027,,,21.8892,19.2109,5.7168,15.7476,,,14.0,30.0,,34.0
150089,1.0911,0.9429,0.992,1.1092,0.8896,0.9193,14.6181,10.0298,19.6174,21.8577,5.5636,14.9468,13.3978,10.6369,19.7749,19.7062,6.2538,16.2596,33.0,,40.0,153.0,13.0,121.0
150090,1.0515,,1.0087,1.0383,,0.9939,16.4881,,20.9486,22.9921,,17.8689,15.6805,,20.7685,22.1435,,17.9786,19.0,,17.0,81.0,,43.0
150091,,,0.9908,0.9304,,1.1131,,,15.5075,18.0558,,15.0983,,,15.6519,19.4059,,13.5638,,,,,,18.0
150097,,,1.0301,1.0276,,0.9884,,,20.1877,22.2847,,15.886,,,19.5973,21.6857,,16.0722,,,18.0,25.0,,24.0
150100,1.0399,0.9222,0.9843,0.9447,0.6008,1.0042,13.4242,8.155,17.6299,18.4745,2.791,16.8364,12.9095,8.8426,17.9119,19.5563,4.6456,16.7665,26.0,,,65.0,13.0,55.0
150101,,,,1.0002,,0.9125,,,,17.4837,,12.3546,,,,17.4805,,13.5394,,,,14.0,,
150102,,,1.0181,1.0533,,1.0481,,,13.073,22.7293,,15.8003,,,12.8411,21.5798,,15.0751,,,,11.0,,
150104,1.0025,,0.9338,0.9788,1.1613,1.0502,16.3127,,15.5617,18.7171,5.7542,15.3778,16.2728,,16.6652,19.1218,4.9548,14.6428,,,,17.0,,24.0
150109,0.8708,1.0527,1.0385,0.9941,0.9977,0.983,12.2063,11.1333,20.1192,20.7691,6.2772,16.8422,14.0177,10.5757,19.3726,20.893,6.2914,17.1338,19.0,,21.0,87.0,,63.0
150112,1.0138,1.0517,1.0702,0.981,1.0591,0.9625,13.4182,10.5362,20.6615,20.3707,6.7695,16.3917,13.2351,10.0184,19.3061,20.7661,6.3916,17.0301,27.0,,39.0,87.0,,82.0
150113,0.961,,1.0356,0.862,0.8787,0.9603,12.6567,,19.3624,16.3758,5.0552,14.257,13.1701,,18.6976,18.9985,5.7531,14.8462,,,21.0,28.0,,27.0
150115,1.0006,,0.9862,0.9451,0.7529,0.9601,10.5076,,14.9788,16.1177,3.684,13.1946,10.5015,,15.189,17.0539,4.8929,13.7434,16.0,,11.0,52.0,,38.0
150125,0.9963,0.9004,1.0648,1.1138,1.1492,1.0668,14.4309,10.2585,20.0276,23.1645,6.9968,18.4304,14.4841,11.393,18.8095,20.7978,6.0886,17.2761,33.0,,70.0,268.0,,139.0
