facility_id,hcahps_pct_h_clean_hsp_a_p,hcahps_pct_h_clean_hsp_sn_p,hcahps_pct_h_clean_hsp_u_p,hcahps_pct_h_comp_1_a_p,hcahps_pct_h_comp_1_sn_p,hcahps_pct_h_comp_1_u_p,hcahps_pct_h_comp_2_a_p,hcahps_pct_h_comp_2_sn_p,hcahps_pct_h_comp_2_u_p,hcahps_pct_h_comp_5_a_p,hcahps_pct_h_comp_5_sn_p,hcahps_pct_h_comp_5_u_p,hcahps_pct_h_comp_6_n_p,hcahps_pct_h_comp_6_y_p,hcahps_pct_h_disch_help_n_p,hcahps_pct_h_disch_help_y_p,hcahps_pct_h_doctor_explain_a_p,hcahps_pct_h_doctor_explain_sn_p,hcahps_pct_h_doctor_explain_u_p,hcahps_pct_h_doctor_listen_a_p,hcahps_pct_h_doctor_listen_sn_p,hcahps_pct_h_doctor_listen_u_p,hcahps_pct_h_doctor_respect_a_p,hcahps_pct_h_doctor_respect_sn_p,hcahps_pct_h_doctor_respect_u_p,hcahps_pct_h_hsp_rating_0_6,hcahps_pct_h_hsp_rating_7_8,hcahps_pct_h_hsp_rating_9_10,hcahps_pct_h_med_for_a_p,hcahps_pct_h_med_for_sn_p,hcahps_pct_h_med_for_u_p,hcahps_pct_h_nurse_explain_a_p,hcahps_pct_h_nurse_explain_sn_p,hcahps_pct_h_nurse_explain_u_p,hcahps_pct_h_nurse_listen_a_p,hcahps_pct_h_nurse_listen_sn_p,hcahps_pct_h_nurse_listen_u_p,hcahps_pct_h_nurse_respect_a_p,hcahps_pct_h_nurse_respect_sn_p,hcahps_pct_h_nurse_respect_u_p,hcahps_pct_h_quiet_hsp_a_p,hcahps_pct_h_quiet_hsp_sn_p,hcahps_pct_h_quiet_hsp_u_p,hcahps_pct_h_recmnd_dn,hcahps_pct_h_recmnd_dy,hcahps_pct_h_recmnd_py,hcahps_pct_h_side_effects_a_p,hcahps_pct_h_side_effects_sn_p,hcahps_pct_h_side_effects_u_p,hcahps_pct_h_symptoms_n_p,hcahps_pct_h_symptoms_y_p,hcahps_linear_h_clean_linear_score,hcahps_linear_h_comp_1_linear_score,hcahps_linear_h_comp_2_linear_score,hcahps_linear_h_comp_5_linear_score,hcahps_linear_h_comp_6_linear_score,hcahps_linear_h_hsp_rating_linear_score,hcahps_linear_h_quiet_linear_score,hcahps_linear_h_recmnd_linear_score,hcahps_stars_h_clean_star_rating,hcahps_stars_h_comp_1_star_rating,hcahps_stars_h_comp_2_star_rating,hcahps_stars_h_comp_5_star_rating,hcahps_stars_h_comp_6_star_rating,hcahps_stars_h_hsp_rating_star_rating,hcahps_stars_h_quiet_star_rating,hcahps_stars_h_recmnd_star_rating,hcahps_stars_h_star_rating
010001,72.0,11.0,17.0,75.0,6.0,19.0,82.0,4.0,14.0,60.0,18.0,22.0,12.0,88.0,16.0,84.0,78.0,4.0,18.0,79.0,4.0,17.0,88.0,3.0,9.0,7.0,19.0,74.0,76.0,8.0,16.0,71.0,7.0,22.0,71.0,8.0,21.0,84.0,3.0,13.0,66.0,5.0,29.0,5.0,77.0,18.0,44.0,28.0,28.0,9.0,91.0,86.0,90.0,92.0,79.0,88.0,89.0,88.0,91.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0
010005,68.0,12.0,20.0,78.0,5.0,17.0,82.0,4.0,14.0,54.0,24.0,22.0,13.0,87.0,16.0,84.0,79.0,5.0,16.0,80.0,4.0,16.0,88.0,3.0,9.0,9.0,21.0,70.0,70.0,11.0,19.0,75.0,6.0,19.0,73.0,6.0,21.0,86.0,4.0,10.0,69.0,6.0,25.0,7.0,66.0,27.0,39.0,38.0,23.0,11.0,89.0,84.0,91.0,93.0,72.0,86.0,87.0,87.0,85.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0
010006,61.0,17.0,22.0,75.0,6.0,19.0,73.0,8.0,19.0,53.0,28.0,19.0,18.0,82.0,20.0,80.0,69.0,10.0,21.0,71.0,9.0,20.0,80.0,6.0,14.0,16.0,24.0,60.0,67.0,15.0,18.0,71.0,8.0,21.0,73.0,7.0,20.0,83.0,5.0,12.0,62.0,8.0,30.0,11.0,55.0,34.0,39.0,41.0,20.0,15.0,85.0,80.0,89.0,88.0,70.0,82.0,83.0,84.0,80.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0
010007,62.0,16.0,22.0,77.0,6.0,17.0,84.0,3.0,13.0,58.0,20.0,22.0,11.0,89.0,14.0,86.0,82.0,4.0,14.0,82.0,4.0,14.0,87.0,3.0,10.0,14.0,24.0,62.0,68.0,10.0,22.0,72.0,4.0,24.0,78.0,8.0,14.0,82.0,6.0,12.0,69.0,3.0,28.0,9.0,63.0,28.0,49.0,30.0,21.0,8.0,92.0,80.0,91.0,93.0,79.0,87.0,86.0,90.0,84.0,2.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0
010008,76.0,8.0,16.0,89.0,3.0,8.0,86.0,5.0,9.0,78.0,10.0,12.0,5.0,95.0,,,,,,,,,,,,4.0,23.0,73.0,,,,,,,,,,,,,76.0,6.0,18.0,2.0,68.0,30.0,,,,,,,,,,,,,,,,,,,,,,
010011,64.0,14.0,22.0,77.0,7.0,16.0,79.0,5.0,16.0,57.0,24.0,19.0,14.0,86.0,13.0,87.0,75.0,7.0,18.0,75.0,6.0,19.0,86.0,3.0,11.0,12.0,16.0,72.0,71.0,13.0,16.0,74.0,8.0,18.0,74.0,7.0,19.0,84.0,5.0,11.0,63.0,10.0,27.0,8.0,70.0,22.0,44.0,36.0,20.0,15.0,85.0,82.0,90.0,91.0,74.0,85.0,87.0,84.0,86.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
010012,61.0,16.0,23.0,82.0,3.0,15.0,82.0,5.0,13.0,62.0,20.0,18.0,13.0,87.0,16.0,84.0,77.0,8.0,15.0,79.0,5.0,16.0,90.0,3.0,7.0,11.0,28.0,61.0,79.0,9.0,12.0,78.0,4.0,18.0,78.0,2.0,20.0,89.0,1.0,10.0,59.0,7.0,34.0,6.0,60.0,34.0,45.0,31.0,24.0,10.0,90.0,80.0,93.0,92.0,77.0,86.0,84.0,84.0,84.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0
010016,62.0,13.0,25.0,75.0,5.0,20.0,78.0,6.0,16.0,58.0,23.0,19.0,16.0,84.0,19.0,81.0,72.0,8.0,20.0,76.0,5.0,19.0,84.0,4.0,12.0,12.0,24.0,64.0,72.0,11.0,17.0,71.0,6.0,23.0,72.0,6.0,22.0,82.0,4.0,14.0,60.0,9.0,31.0,10.0,62.0,28.0,44.0,36.0,20.0,13.0,87.0,81.0,89.0,90.0,74.0,83.0,85.0,83.0,83.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0
010018,75.0,8.0,17.0,83.0,2.0,15.0,82.0,2.0,16.0,83.0,8.0,9.0,18.0,82.0,,,,,,,,,,,,3.0,2.0,95.0,,,,,,,,,,,,,80.0,7.0,13.0,2.0,89.0,9.0,,,,,,,,,,,,,,,,,,,,,,
010019,73.0,8.0,19.0,83.0,4.0,13.0,79.0,6.0,15.0,65.0,17.0,18.0,13.0,87.0,15.0,85.0,75.0,7.0,18.0,78.0,7.0,15.0,84.0,6.0,10.0,6.0,18.0,76.0,78.0,8.0,14.0,80.0,5.0,15.0,80.0,4.0,16.0,88.0,2.0,10.0,70.0,6.0,24.0,3.0,79.0,18.0,52.0,26.0,22.0,10.0,90.0,88.0,93.0,90.0,79.0,86.0,90.0,87.0,91.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,4.0
010021,84.0,9.0,7.0,83.0,2.0,15.0,88.0,1.0,11.0,64.0,19.0,17.0,13.0,87.0,14.0,86.0,83.0,2.0,15.0,89.0,1.0,10.0,91.0,1.0,8.0,7.0,22.0,71.0,73.0,15.0,12.0,82.0,2.0,16.0,80.0,4.0,16.0,88.0,2.0,10.0,76.0,1.0,23.0,6.0,75.0,19.0,56.0,24.0,20.0,12.0,88.0,,,,,,,,,,,,,,,,,
010022,70.0,12.0,18.0,87.0,5.0,8.0,86.0,4.0,10.0,72.0,20.0,8.0,14.0,86.0,,,,,,,,,,,,3.0,15.0,82.0,,,,,,,,,,,,,85.0,1.0,14.0,3.0,74.0,23.0,,,,,,,,,,,,,,,,,,,,,,
010023,70.0,12.0,18.0,76.0,6.0,18.0,78.0,6.0,16.0,63.0,19.0,18.0,14.0,86.0,15.0,85.0,73.0,8.0,19.0,77.0,5.0,18.0,84.0,4.0,12.0,9.0,20.0,71.0,75.0,11.0,14.0,73.0,7.0,20.0,74.0,8.0,18.0,82.0,4.0,14.0,61.0,9.0,30.0,6.0,70.0,24.0,51.0,27.0,22.0,12.0,88.0,85.0,90.0,90.0,79.0,86.0,88.0,84.0,88.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0
010024,60.0,18.0,22.0,78.0,6.0,16.0,79.0,6.0,15.0,59.0,24.0,17.0,16.0,84.0,20.0,80.0,76.0,7.0,17.0,76.0,6.0,18.0,86.0,4.0,10.0,10.0,22.0,68.0,76.0,12.0,12.0,73.0,7.0,20.0,76.0,6.0,18.0,84.0,4.0,12.0,69.0,10.0,21.0,7.0,68.0,25.0,43.0,36.0,21.0,11.0,89.0,79.0,90.0,91.0,74.0,83.0,87.0,86.0,86.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
010029,70.0,8.0,22.0,79.0,5.0,16.0,81.0,4.0,15.0,65.0,20.0,15.0,13.0,87.0,17.0,83.0,77.0,6.0,17.0,80.0,4.0,16.0,86.0,3.0,11.0,6.0,21.0,73.0,80.0,8.0,12.0,75.0,7.0,18.0,75.0,5.0,20.0,86.0,3.0,11.0,64.0,4.0,32.0,4.0,72.0,24.0,51.0,32.0,17.0,10.0,90.0,87.0,91.0,92.0,78.0,86.0,90.0,87.0,89.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0
010033,62.0,13.0,25.0,79.0,4.0,17.0,82.0,4.0,14.0,61.0,20.0,19.0,11.0,89.0,11.0,89.0,77.0,6.0,17.0,80.0,5.0,15.0,88.0,3.0,9.0,7.0,18.0,75.0,75.0,9.0,16.0,75.0,5.0,20.0,76.0,5.0,19.0,85.0,3.0,12.0,60.0,10.0,30.0,4.0,79.0,17.0,48.0,30.0,22.0,10.0,90.0,82.0,91.0,92.0,77.0,89.0,90.0,82.0,91.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0
010034,78.0,8.0,14.0,84.0,6.0,10.0,84.0,8.0,8.0,71.0,15.0,14.0,11.0,89.0,,,,,,,,,,,,15.0,20.0,65.0,,,,,,,,,,,,,77.0,4.0,19.0,14.0,60.0,26.0,,,,,,,,,,,,,,,,,,,,,,
010035,70.0,9.0,21.0,81.0,3.0,16.0,78.0,6.0,16.0,56.0,23.0,21.0,17.0,83.0,18.0,82.0,74.0,8.0,18.0,76.0,7.0,17.0,83.0,4.0,13.0,9.0,22.0,69.0,70.0,11.0,19.0,74.0,4.0,22.0,78.0,4.0,18.0,90.0,1.0,9.0,69.0,6.0,25.0,5.0,62.0,33.0,42.0,36.0,22.0,16.0,84.0,86.0,93.0,90.0,73.0,83.0,88.0,88.0,85.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
010036,67.0,14.0,19.0,79.0,4.0,17.0,81.0,3.0,16.0,60.0,22.0,18.0,20.0,80.0,23.0,77.0,76.0,5.0,19.0,80.0,3.0,17.0,88.0,2.0,10.0,11.0,25.0,64.0,72.0,11.0,17.0,76.0,4.0,20.0,77.0,6.0,17.0,86.0,4.0,10.0,61.0,7.0,32.0,7.0,62.0,31.0,48.0,34.0,18.0,16.0,84.0,83.0,92.0,92.0,75.0,80.0,86.0,84.0,84.0,2.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0
010039,68.0,12.0,20.0,78.0,4.0,18.0,79.0,5.0,16.0,60.0,22.0,18.0,12.0,88.0,13.0,87.0,74.0,6.0,20.0,78.0,6.0,16.0,85.0,4.0,11.0,7.0,22.0,71.0,74.0,10.0,16.0,75.0,5.0,20.0,75.0,5.0,20.0,85.0,3.0,12.0,62.0,9.0,29.0,4.0,77.0,19.0,45.0,35.0,20.0,12.0,88.0,84.0,91.0,91.0,75.0,87.0,89.0,83.0,91.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,3.0
010040,63.0,14.0,23.0,76.0,6.0,18.0,75.0,6.0,19.0,57.0,27.0,16.0,17.0,83.0,19.0,81.0,71.0,7.0,22.0,73.0,7.0,20.0,82.0,4.0,14.0,16.0,26.0,58.0,68.0,15.0,17.0,71.0,8.0,21.0,74.0,6.0,20.0,82.0,4.0,14.0,61.0,10.0,29.0,12.0,58.0,30.0,45.0,39.0,16.0,16.0,84.0,82.0,90.0,89.0,72.0,82.0,82.0,83.0,81.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
010044,93.0,1.0,6.0,87.0,0.0,13.0,89.0,5.0,6.0,77.0,7.0,16.0,6.0,94.0,8.0,92.0,84.0,7.0,9.0,89.0,3.0,8.0,93.0,3.0,4.0,4.0,11.0,85.0,76.0,6.0,18.0,88.0,0.0,12.0,85.0,1.0,14.0,88.0,1.0,11.0,74.0,5.0,21.0,3.0,82.0,15.0,78.0,9.0,13.0,7.0,93.0,,,,,,,,,,,,,,,,,
010045,85.0,3.0,12.0,87.0,1.0,12.0,91.0,2.0,7.0,65.0,17.0,18.0,8.0,92.0,9.0,91.0,90.0,1.0,9.0,89.0,4.0,7.0,93.0,1.0,6.0,1.0,11.0,88.0,78.0,12.0,10.0,81.0,3.0,16.0,89.0,0.0,11.0,92.0,1.0,7.0,78.0,3.0,19.0,4.0,82.0,14.0,53.0,23.0,24.0,8.0,92.0,94.0,97.0,96.0,82.0,92.0,95.0,93.0,92.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
010046,69.0,13.0,18.0,79.0,5.0,16.0,72.0,10.0,18.0,63.0,18.0,19.0,13.0,87.0,11.0,89.0,68.0,11.0,21.0,71.0,9.0,20.0,78.0,9.0,13.0,6.0,26.0,68.0,78.0,10.0,12.0,76.0,5.0,19.0,77.0,6.0,17.0,84.0,4.0,12.0,62.0,8.0,30.0,6.0,76.0,18.0,49.0,26.0,25.0,15.0,85.0,85.0,92.0,86.0,81.0,87.0,88.0,86.0,90.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0
010049,67.0,14.0,19.0,82.0,4.0,14.0,82.0,4.0,14.0,65.0,18.0,17.0,13.0,87.0,14.0,86.0,79.0,5.0,16.0,80.0,5.0,15.0,88.0,3.0,9.0,7.0,24.0,69.0,77.0,10.0,13.0,76.0,5.0,19.0,80.0,3.0,17.0,89.0,3.0,8.0,69.0,7.0,24.0,6.0,65.0,29.0,52.0,26.0,22.0,11.0,89.0,83.0,93.0,92.0,79.0,87.0,88.0,87.0,86.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0
010051,79.0,10.0,11.0,86.0,3.0,11.0,83.0,6.0,11.0,62.0,33.0,5.0,18.0,82.0,,,,,,,,,,,,6.0,23.0,71.0,,,,,,,,,,,,,73.0,13.0,14.0,10.0,71.0,19.0,,,,,,,,,,,,,,,,,,,,,,
010052,82.0,5.0,13.0,83.0,3.0,14.0,86.0,4.0,10.0,72.0,5.0,23.0,9.0,91.0,10.0,90.0,82.0,3.0,15.0,86.0,3.0,11.0,90.0,5.0,5.0,3.0,19.0,78.0,86.0,2.0,12.0,76.0,4.0,20.0,80.0,5.0,15.0,92.0,2.0,6.0,68.0,3.0,29.0,3.0,76.0,21.0,58.0,9.0,33.0,8.0,92.0,92.0,94.0,94.0,91.0,90.0,93.0,89.0,91.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0
010055,69.0,12.0,19.0,78.0,5.0,17.0,80.0,5.0,15.0,64.0,19.0,17.0,15.0,85.0,18.0,82.0,75.0,6.0,19.0,77.0,5.0,18.0,86.0,3.0,11.0,11.0,20.0,69.0,76.0,9.0,15.0,73.0,6.0,21.0,75.0,7.0,18.0,86.0,3.0,11.0,64.0,8.0,28.0,7.0,69.0,24.0,51.0,29.0,20.0,12.0,88.0,85.0,91.0,91.0,79.0,85.0,87.0,85.0,86.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
010056,56.0,20.0,24.0,73.0,7.0,20.0,78.0,5.0,17.0,52.0,28.0,20.0,15.0,85.0,17.0,83.0,73.0,6.0,21.0,75.0,5.0,20.0,86.0,3.0,11.0,12.0,21.0,67.0,70.0,12.0,18.0,69.0,7.0,24.0,69.0,9.0,22.0,80.0,5.0,15.0,67.0,5.0,28.0,8.0,72.0,20.0,34.0,44.0,22.0,13.0,87.0,76.0,88.0,91.0,69.0,83.0,86.0,87.0,87.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0
010058,66.0,5.0,29.0,82.0,7.0,11.0,79.0,3.0,18.0,53.0,41.0,6.0,20.0,80.0,,,,,,,,,,,,7.0,26.0,67.0,,,,,,,,,,,,,59.0,5.0,36.0,11.0,67.0,22.0,,,,,,,,,,,,,,,,,,,,,,
010061,84.0,4.0,12.0,85.0,3.0,12.0,82.0,5.0,13.0,64.0,17.0,19.0,17.0,83.0,19.0,81.0,80.0,7.0,13.0,81.0,5.0,14.0,86.0,4.0,10.0,10.0,20.0,70.0,74.0,10.0,16.0,78.0,4.0,18.0,86.0,4.0,10.0,91.0,2.0,7.0,76.0,5.0,19.0,7.0,65.0,28.0,55.0,23.0,22.0,15.0,85.0,93.0,94.0,92.0,79.0,82.0,87.0,90.0,85.0,5.0,5.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0
010062,46.0,23.0,31.0,77.0,7.0,16.0,84.0,9.0,7.0,64.0,13.0,23.0,15.0,85.0,,,,,,,,,,,,9.0,16.0,75.0,,,,,,,,,,,,,50.0,20.0,30.0,7.0,88.0,5.0,,,,,,,,,,,,,,,,,,,,,,
010065,74.0,8.0,18.0,76.0,6.0,18.0,74.0,9.0,17.0,54.0,24.0,22.0,12.0,88.0,16.0,84.0,71.0,10.0,19.0,74.0,9.0,17.0,78.0,7.0,15.0,9.0,24.0,67.0,64.0,15.0,21.0,73.0,6.0,21.0,72.0,9.0,19.0,83.0,5.0,12.0,64.0,5.0,31.0,7.0,68.0,25.0,44.0,32.0,24.0,9.0,91.0,87.0,90.0,87.0,74.0,86.0,86.0,87.0,86.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0
010073,73.0,2.0,25.0,80.0,3.0,17.0,87.0,2.0,11.0,34.0,19.0,47.0,17.0,83.0,,,,,,,,,,,,7.0,9.0,84.0,,,,,,,,,,,,,71.0,2.0,27.0,6.0,74.0,20.0,,,,,,,,,,,,,,,,,,,,,,
010078,59.0,20.0,21.0,70.0,9.0,21.0,72.0,11.0,17.0,51.0,30.0,19.0,16.0,84.0,17.0,83.0,68.0,12.0,20.0,69.0,12.0,19.0,80.0,8.0,12.0,15.0,27.0,58.0,69.0,15.0,16.0,67.0,11.0,22.0,67.0,10.0,23.0,78.0,7.0,15.0,59.0,9.0,32.0,13.0,53.0,34.0,35.0,45.0,20.0,15.0,85.0,78.0,87.0,86.0,70.0,84.0,83.0,84.0,79.0,1.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0
010079,71.0,12.0,17.0,85.0,3.0,12.0,84.0,4.0,12.0,65.0,21.0,14.0,10.0,90.0,13.0,87.0,79.0,6.0,15.0,83.0,5.0,12.0,90.0,3.0,7.0,5.0,17.0,78.0,78.0,9.0,13.0,81.0,4.0,15.0,82.0,2.0,16.0,91.0,2.0,7.0,68.0,5.0,27.0,2.0,73.0,25.0,53.0,32.0,15.0,8.0,92.0,85.0,94.0,93.0,78.0,89.0,91.0,87.0,90.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
010083,64.0,16.0,20.0,80.0,5.0,15.0,79.0,5.0,16.0,59.0,20.0,21.0,17.0,83.0,20.0,80.0,74.0,7.0,19.0,77.0,6.0,17.0,86.0,3.0,11.0,10.0,23.0,67.0,75.0,10.0,15.0,76.0,7.0,17.0,78.0,5.0,17.0,88.0,3.0,9.0,64.0,6.0,30.0,7.0,67.0,26.0,44.0,31.0,25.0,14.0,86.0,81.0,92.0,91.0,76.0,83.0,87.0,86.0,86.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0
010085,73.0,8.0,19.0,77.0,5.0,18.0,80.0,5.0,15.0,59.0,22.0,19.0,13.0,87.0,13.0,87.0,75.0,5.0,20.0,79.0,5.0,16.0,86.0,3.0,11.0,10.0,25.0,65.0,71.0,12.0,17.0,73.0,6.0,21.0,74.0,5.0,21.0,85.0,3.0,12.0,61.0,8.0,31.0,6.0,58.0,36.0,46.0,33.0,21.0,12.0,88.0,88.0,91.0,92.0,75.0,87.0,86.0,84.0,83.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,3.0
010086,76.0,4.0,20.0,70.0,4.0,26.0,82.0,2.0,16.0,51.0,17.0,32.0,7.0,93.0,5.0,95.0,76.0,2.0,22.0,81.0,2.0,17.0,88.0,3.0,9.0,8.0,33.0,59.0,60.0,16.0,24.0,73.0,7.0,20.0,63.0,3.0,34.0,74.0,3.0,23.0,70.0,2.0,28.0,7.0,70.0,23.0,41.0,18.0,41.0,10.0,90.0,,,,,,,,,,,,,,,,,
010087,65.0,14.0,21.0,75.0,5.0,20.0,78.0,5.0,17.0,58.0,21.0,21.0,15.0,85.0,16.0,84.0,73.0,6.0,21.0,76.0,6.0,18.0,85.0,3.0,12.0,8.0,25.0,67.0,73.0,10.0,17.0,71.0,6.0,23.0,72.0,7.0,21.0,83.0,3.0,14.0,55.0,13.0,32.0,5.0,72.0,23.0,44.0,31.0,25.0,13.0,87.0,83.0,90.0,91.0,77.0,85.0,88.0,80.0,89.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
010089,53.0,25.0,22.0,76.0,7.0,17.0,77.0,7.0,16.0,60.0,24.0,16.0,18.0,82.0,21.0,79.0,72.0,9.0,19.0,76.0,7.0,17.0,83.0,5.0,12.0,17.0,27.0,56.0,72.0,11.0,17.0,73.0,9.0,18.0,73.0,7.0,20.0,83.0,6.0,11.0,52.0,14.0,34.0,12.0,54.0,34.0,48.0,37.0,15.0,15.0,85.0,73.0,89.0,89.0,74.0,82.0,81.0,78.0,79.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
010090,64.0,16.0,20.0,72.0,8.0,20.0,76.0,7.0,17.0,55.0,25.0,20.0,16.0,84.0,19.0,81.0,70.0,8.0,22.0,74.0,7.0,19.0,83.0,5.0,12.0,13.0,23.0,64.0,72.0,13.0,15.0,68.0,9.0,23.0,69.0,9.0,22.0,78.0,5.0,17.0,57.0,11.0,32.0,9.0,61.0,30.0,38.0,37.0,25.0,13.0,87.0,81.0,88.0,89.0,73.0,84.0,85.0,81.0,83.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
010091,72.0,12.0,16.0,89.0,1.0,10.0,87.0,2.0,11.0,85.0,9.0,6.0,21.0,79.0,,,,,,,,,,,,0.0,29.0,71.0,,,,,,,,,,,,,63.0,10.0,27.0,0.0,70.0,30.0,,,,,,,,,,,,,,,,,,,,,,
010092,62.0,16.0,22.0,74.0,6.0,20.0,77.0,6.0,17.0,59.0,21.0,20.0,14.0,86.0,16.0,84.0,73.0,7.0,20.0,75.0,7.0,18.0,83.0,4.0,13.0,9.0,26.0,65.0,75.0,11.0,14.0,68.0,7.0,25.0,74.0,7.0,19.0,81.0,3.0,16.0,59.0,10.0,31.0,6.0,62.0,32.0,43.0,31.0,26.0,13.0,87.0,81.0,90.0,90.0,77.0,86.0,88.0,83.0,85.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
010095,82.0,3.0,15.0,87.0,1.0,12.0,89.0,2.0,9.0,79.0,9.0,12.0,16.0,84.0,,,,,,,,,,,,2.0,16.0,82.0,,,,,,,,,,,,,80.0,1.0,19.0,4.0,78.0,18.0,,,,,,,,,,,,,,,,,,,,,,
010097,82.0,6.0,12.0,87.0,1.0,12.0,85.0,1.0,14.0,70.0,17.0,13.0,13.0,87.0,16.0,84.0,84.0,1.0,15.0,81.0,3.0,16.0,91.0,1.0,8.0,2.0,24.0,74.0,85.0,4.0,11.0,86.0,1.0,13.0,83.0,1.0,16.0,90.0,1.0,9.0,80.0,0.0,20.0,1.0,76.0,23.0,55.0,30.0,15.0,9.0,91.0,,,,,,,,,,,,,,,,,
010099,72.0,15.0,13.0,70.0,8.0,22.0,74.0,7.0,19.0,58.0,25.0,17.0,13.0,87.0,17.0,83.0,71.0,8.0,21.0,72.0,6.0,22.0,79.0,7.0,14.0,17.0,28.0,55.0,70.0,16.0,14.0,70.0,8.0,22.0,69.0,9.0,22.0,73.0,8.0,19.0,55.0,7.0,38.0,10.0,59.0,31.0,47.0,34.0,19.0,8.0,92.0,84.0,88.0,88.0,75.0,87.0,83.0,83.0,82.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0
010100,66.0,15.0,19.0,81.0,3.0,16.0,80.0,3.0,17.0,63.0,21.0,16.0,13.0,87.0,13.0,87.0,75.0,4.0,21.0,79.0,4.0,17.0,86.0,2.0,12.0,8.0,19.0,73.0,75.0,10.0,15.0,77.0,4.0,19.0,78.0,4.0,18.0,87.0,2.0,11.0,63.0,10.0,27.0,5.0,73.0,22.0,51.0,33.0,16.0,12.0,88.0,82.0,92.0,92.0,77.0,87.0,89.0,84.0,89.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
010101,86.0,4.0,10.0,89.0,4.0,7.0,83.0,4.0,13.0,72.0,16.0,12.0,13.0,87.0,13.0,87.0,78.0,5.0,17.0,82.0,6.0,12.0,90.0,2.0,8.0,3.0,16.0,81.0,84.0,6.0,10.0,89.0,3.0,8.0,87.0,4.0,9.0,92.0,3.0,5.0,76.0,4.0,20.0,4.0,73.0,23.0,59.0,26.0,15.0,14.0,86.0,94.0,95.0,93.0,82.0,85.0,93.0,91.0,89.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0
010103,60.0,16.0,24.0,77.0,7.0,16.0,81.0,5.0,14.0,59.0,23.0,18.0,20.0,80.0,21.0,79.0,77.0,6.0,17.0,79.0,6.0,15.0,87.0,3.0,10.0,12.0,24.0,64.0,74.0,11.0,15.0,75.0,8.0,17.0,74.0,7.0,19.0,82.0,6.0,12.0,61.0,11.0,28.0,10.0,61.0,29.0,44.0,34.0,22.0,20.0,80.0,80.0,89.0,92.0,74.0,79.0,85.0,83.0,83.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0
010104,57.0,18.0,25.0,78.0,6.0,16.0,80.0,5.0,15.0,57.0,24.0,19.0,14.0,86.0,16.0,84.0,75.0,6.0,19.0,79.0,5.0,16.0,87.0,4.0,9.0,9.0,17.0,74.0,73.0,12.0,15.0,73.0,7.0,20.0,75.0,6.0,19.0,86.0,4.0,10.0,66.0,7.0,27.0,6.0,75.0,19.0,42.0,36.0,22.0,12.0,88.0,77.0,91.0,91.0,73.0,85.0,89.0,86.0,89.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0
