facility_id,hcahps_pct_h_clean_hsp_a_p,hcahps_pct_h_clean_hsp_sn_p,hcahps_pct_h_clean_hsp_u_p,hcahps_pct_h_comp_1_a_p,hcahps_pct_h_comp_1_sn_p,hcahps_pct_h_comp_1_u_p,hcahps_pct_h_comp_2_a_p,hcahps_pct_h_comp_2_sn_p,hcahps_pct_h_comp_2_u_p,hcahps_pct_h_comp_5_a_p,hcahps_pct_h_comp_5_sn_p,hcahps_pct_h_comp_5_u_p,hcahps_pct_h_comp_6_n_p,hcahps_pct_h_comp_6_y_p,hcahps_pct_h_disch_help_n_p,hcahps_pct_h_disch_help_y_p,hcahps_pct_h_doctor_explain_a_p,hcahps_pct_h_doctor_explain_sn_p,hcahps_pct_h_doctor_explain_u_p,hcahps_pct_h_doctor_listen_a_p,hcahps_pct_h_doctor_listen_sn_p,hcahps_pct_h_doctor_listen_u_p,hcahps_pct_h_doctor_respect_a_p,hcahps_pct_h_doctor_respect_sn_p,hcahps_pct_h_doctor_respect_u_p,hcahps_pct_h_hsp_rating_0_6,hcahps_pct_h_hsp_rating_7_8,hcahps_pct_h_hsp_rating_9_10,hcahps_pct_h_med_for_a_p,hcahps_pct_h_med_for_sn_p,hcahps_pct_h_med_for_u_p,hcahps_pct_h_nurse_explain_a_p,hcahps_pct_h_nurse_explain_sn_p,hcahps_pct_h_nurse_explain_u_p,hcahps_pct_h_nurse_listen_a_p,hcahps_pct_h_nurse_listen_sn_p,hcahps_pct_h_nurse_listen_u_p,hcahps_pct_h_nurse_respect_a_p,hcahps_pct_h_nurse_respect_sn_p,hcahps_pct_h_nurse_respect_u_p,hcahps_pct_h_quiet_hsp_a_p,hcahps_pct_h_quiet_hsp_sn_p,hcahps_pct_h_quiet_hsp_u_p,hcahps_pct_h_recmnd_dn,hcahps_pct_h_recmnd_dy,hcahps_pct_h_recmnd_py,hcahps_pct_h_side_effects_a_p,hcahps_pct_h_side_effects_sn_p,hcahps_pct_h_side_effects_u_p,hcahps_pct_h_symptoms_n_p,hcahps_pct_h_symptoms_y_p,hcahps_linear_h_clean_linear_score,hcahps_linear_h_comp_1_linear_score,hcahps_linear_h_comp_2_linear_score,hcahps_linear_h_comp_5_linear_score,hcahps_linear_h_comp_6_linear_score,hcahps_linear_h_hsp_rating_linear_score,hcahps_linear_h_quiet_linear_score,hcahps_linear_h_recmnd_linear_score,hcahps_stars_h_clean_star_rating,hcahps_stars_h_comp_1_star_rating,hcahps_stars_h_comp_2_star_rating,hcahps_stars_h_comp_5_star_rating,hcahps_stars_h_comp_6_star_rating,hcahps_stars_h_hsp_rating_star_rating,hcahps_stars_h_quiet_star_rating,hcahps_stars_h_recmnd_star_rating,hcahps_stars_h_star_rating
370034,73.0,11.0,16.0,77.0,5.0,18.0,77.0,6.0,17.0,62.0,22.0,16.0,20.0,80.0,21.0,79.0,71.0,8.0,21.0,74.0,7.0,19.0,85.0,3.0,12.0,15.0,30.0,55.0,75.0,9.0,16.0,73.0,6.0,21.0,74.0,6.0,20.0,83.0,3.0,14.0,57.0,10.0,33.0,11.0,48.0,41.0,49.0,35.0,16.0,18.0,82.0,86.0,90.0,90.0,76.0,80.0,82.0,81.0,77.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0
370037,69.0,12.0,19.0,77.0,4.0,19.0,80.0,5.0,15.0,60.0,21.0,19.0,15.0,85.0,15.0,85.0,74.0,6.0,20.0,79.0,5.0,16.0,88.0,3.0,9.0,8.0,20.0,72.0,73.0,10.0,17.0,71.0,5.0,24.0,74.0,5.0,21.0,84.0,3.0,13.0,57.0,11.0,32.0,11.0,71.0,18.0,46.0,32.0,22.0,15.0,85.0,85.0,91.0,92.0,76.0,85.0,89.0,82.0,86.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0
370039,69.0,10.0,21.0,78.0,4.0,18.0,75.0,6.0,19.0,61.0,17.0,22.0,15.0,85.0,16.0,84.0,70.0,8.0,22.0,74.0,5.0,21.0,80.0,4.0,16.0,9.0,23.0,68.0,74.0,8.0,18.0,72.0,4.0,24.0,75.0,4.0,21.0,86.0,3.0,11.0,67.0,8.0,25.0,4.0,67.0,29.0,49.0,26.0,25.0,15.0,85.0,86.0,91.0,89.0,79.0,83.0,88.0,86.0,87.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0
370047,69.0,12.0,19.0,79.0,3.0,18.0,79.0,4.0,17.0,58.0,21.0,21.0,13.0,87.0,14.0,86.0,71.0,6.0,23.0,78.0,5.0,17.0,89.0,2.0,9.0,4.0,27.0,69.0,71.0,12.0,17.0,71.0,4.0,25.0,78.0,4.0,18.0,88.0,1.0,11.0,62.0,9.0,29.0,4.0,67.0,29.0,45.0,29.0,26.0,12.0,88.0,84.0,93.0,92.0,77.0,87.0,90.0,85.0,88.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
370049,68.0,13.0,19.0,80.0,4.0,16.0,83.0,4.0,13.0,67.0,16.0,17.0,12.0,88.0,13.0,87.0,79.0,4.0,17.0,80.0,4.0,16.0,90.0,3.0,7.0,6.0,18.0,76.0,78.0,7.0,15.0,76.0,6.0,18.0,77.0,3.0,20.0,86.0,3.0,11.0,64.0,8.0,28.0,3.0,75.0,22.0,56.0,24.0,20.0,10.0,90.0,84.0,92.0,93.0,81.0,88.0,90.0,85.0,90.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
370054,66.0,10.0,24.0,81.0,3.0,16.0,79.0,5.0,16.0,54.0,22.0,24.0,11.0,89.0,10.0,90.0,74.0,7.0,19.0,78.0,6.0,16.0,86.0,2.0,12.0,9.0,26.0,65.0,68.0,8.0,24.0,73.0,4.0,23.0,81.0,3.0,16.0,88.0,1.0,11.0,58.0,2.0,40.0,5.0,61.0,34.0,41.0,37.0,22.0,11.0,89.0,85.0,93.0,91.0,74.0,89.0,87.0,86.0,84.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0
370056,55.0,21.0,24.0,72.0,8.0,20.0,72.0,7.0,21.0,53.0,28.0,19.0,16.0,84.0,17.0,83.0,66.0,8.0,26.0,70.0,8.0,22.0,80.0,6.0,14.0,14.0,27.0,59.0,68.0,16.0,16.0,66.0,11.0,23.0,70.0,8.0,22.0,81.0,5.0,14.0,55.0,14.0,31.0,9.0,58.0,33.0,38.0,41.0,21.0,15.0,85.0,76.0,87.0,88.0,70.0,84.0,83.0,79.0,82.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0
370057,71.0,9.0,20.0,81.0,3.0,16.0,82.0,6.0,12.0,55.0,20.0,25.0,12.0,88.0,,,,,,,,,,,,10.0,19.0,71.0,,,,,,,,,,,,,70.0,0.0,30.0,0.0,67.0,33.0,,,,,,,,,,,,,,,,,,,,,,
370078,69.0,13.0,18.0,77.0,5.0,18.0,79.0,5.0,16.0,57.0,24.0,19.0,15.0,85.0,17.0,83.0,72.0,6.0,22.0,77.0,6.0,17.0,86.0,3.0,11.0,9.0,22.0,69.0,73.0,11.0,16.0,71.0,7.0,22.0,75.0,5.0,20.0,84.0,4.0,12.0,62.0,10.0,28.0,6.0,72.0,22.0,41.0,37.0,22.0,13.0,87.0,84.0,90.0,91.0,74.0,85.0,88.0,84.0,87.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0
370083,53.0,11.0,36.0,69.0,11.0,20.0,78.0,7.0,15.0,29.0,52.0,19.0,15.0,85.0,,,,,,,,,,,,22.0,19.0,59.0,,,,,,,,,,,,,64.0,9.0,27.0,11.0,52.0,37.0,,,,,,,,,,,,,,,,,,,,,,
370089,58.0,20.0,22.0,76.0,5.0,19.0,74.0,6.0,20.0,53.0,26.0,21.0,15.0,85.0,16.0,84.0,67.0,7.0,26.0,73.0,7.0,20.0,82.0,4.0,14.0,11.0,24.0,65.0,70.0,15.0,15.0,69.0,8.0,23.0,75.0,5.0,20.0,85.0,3.0,12.0,52.0,9.0,39.0,8.0,58.0,34.0,37.0,37.0,26.0,14.0,86.0,77.0,90.0,89.0,71.0,85.0,86.0,80.0,82.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0
370091,75.0,6.0,19.0,76.0,4.0,20.0,76.0,5.0,19.0,56.0,21.0,23.0,12.0,88.0,13.0,87.0,70.0,6.0,24.0,75.0,4.0,21.0,83.0,3.0,14.0,5.0,19.0,76.0,71.0,10.0,19.0,71.0,5.0,24.0,73.0,5.0,22.0,84.0,1.0,15.0,60.0,7.0,33.0,3.0,80.0,17.0,42.0,32.0,26.0,11.0,89.0,89.0,92.0,90.0,76.0,88.0,91.0,85.0,93.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0
370093,65.0,14.0,21.0,71.0,8.0,21.0,74.0,8.0,18.0,52.0,28.0,20.0,19.0,81.0,20.0,80.0,69.0,9.0,22.0,73.0,9.0,18.0,82.0,5.0,13.0,15.0,23.0,62.0,64.0,16.0,20.0,66.0,10.0,24.0,68.0,9.0,23.0,80.0,5.0,15.0,54.0,15.0,31.0,12.0,63.0,25.0,39.0,40.0,21.0,18.0,82.0,82.0,87.0,88.0,70.0,80.0,83.0,78.0,82.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
370094,61.0,18.0,21.0,71.0,6.0,23.0,74.0,7.0,19.0,52.0,27.0,21.0,22.0,78.0,23.0,77.0,68.0,10.0,22.0,70.0,7.0,23.0,85.0,4.0,11.0,11.0,24.0,65.0,67.0,14.0,19.0,65.0,8.0,27.0,69.0,7.0,24.0,81.0,5.0,14.0,62.0,7.0,31.0,19.0,60.0,21.0,37.0,40.0,23.0,21.0,79.0,79.0,88.0,88.0,70.0,78.0,85.0,85.0,79.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0
370097,74.0,9.0,17.0,73.0,9.0,18.0,73.0,10.0,17.0,57.0,29.0,14.0,22.0,78.0,23.0,77.0,69.0,12.0,19.0,73.0,11.0,16.0,78.0,8.0,14.0,14.0,21.0,65.0,69.0,19.0,12.0,66.0,11.0,23.0,74.0,9.0,17.0,79.0,7.0,14.0,65.0,6.0,29.0,9.0,72.0,19.0,45.0,39.0,16.0,22.0,78.0,87.0,87.0,86.0,71.0,78.0,84.0,86.0,86.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0
370099,76.0,10.0,14.0,90.0,0.0,10.0,91.0,1.0,8.0,73.0,10.0,17.0,18.0,82.0,22.0,78.0,84.0,2.0,14.0,90.0,1.0,9.0,97.0,1.0,2.0,6.0,20.0,74.0,83.0,0.0,17.0,87.0,1.0,12.0,88.0,0.0,12.0,94.0,0.0,6.0,75.0,2.0,23.0,0.0,71.0,29.0,62.0,22.0,16.0,14.0,86.0,,,,,,,,,,,,,,,,,
370106,72.0,9.0,19.0,76.0,6.0,18.0,80.0,4.0,16.0,64.0,17.0,19.0,14.0,86.0,14.0,86.0,75.0,6.0,19.0,78.0,5.0,17.0,85.0,2.0,13.0,11.0,25.0,64.0,77.0,7.0,16.0,72.0,7.0,21.0,74.0,7.0,19.0,83.0,3.0,14.0,64.0,6.0,30.0,7.0,63.0,30.0,51.0,27.0,22.0,15.0,85.0,87.0,90.0,91.0,79.0,85.0,86.0,85.0,84.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0
370112,84.0,3.0,13.0,71.0,2.0,27.0,77.0,4.0,19.0,52.0,18.0,30.0,8.0,92.0,,,,,,,,,,,,6.0,34.0,60.0,,,,,,,,,,,,,58.0,4.0,38.0,0.0,66.0,34.0,,,,,,,,,,,,,,,,,,,,,,
370113,71.0,11.0,18.0,84.0,2.0,14.0,84.0,3.0,13.0,65.0,16.0,19.0,12.0,88.0,14.0,86.0,79.0,5.0,16.0,82.0,3.0,15.0,91.0,2.0,7.0,5.0,20.0,75.0,78.0,4.0,18.0,82.0,2.0,16.0,79.0,2.0,19.0,91.0,1.0,8.0,66.0,5.0,29.0,5.0,67.0,28.0,52.0,29.0,19.0,9.0,91.0,85.0,94.0,93.0,79.0,87.0,90.0,87.0,87.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
370114,61.0,13.0,26.0,68.0,6.0,26.0,70.0,7.0,23.0,53.0,26.0,21.0,20.0,80.0,23.0,77.0,64.0,8.0,28.0,70.0,8.0,22.0,77.0,5.0,18.0,13.0,30.0,57.0,64.0,15.0,21.0,63.0,8.0,29.0,64.0,7.0,29.0,77.0,3.0,20.0,51.0,12.0,37.0,9.0,64.0,27.0,42.0,37.0,21.0,16.0,84.0,82.0,87.0,87.0,72.0,78.0,84.0,79.0,84.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0
37012F,76.0,8.0,16.0,83.0,5.0,12.0,84.0,2.0,14.0,68.0,19.0,13.0,11.0,89.0,11.0,89.0,79.0,5.0,16.0,80.0,3.0,17.0,91.0,1.0,8.0,6.0,13.0,81.0,77.0,12.0,11.0,77.0,5.0,18.0,83.0,5.0,12.0,87.0,4.0,9.0,63.0,6.0,31.0,5.0,79.0,16.0,57.0,26.0,17.0,11.0,89.0,89.0,92.0,94.0,79.0,88.0,92.0,85.0,91.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0
370149,86.0,3.0,11.0,83.0,2.0,15.0,84.0,4.0,12.0,67.0,15.0,18.0,15.0,85.0,17.0,83.0,80.0,5.0,15.0,81.0,4.0,15.0,91.0,2.0,7.0,6.0,20.0,74.0,78.0,7.0,15.0,79.0,4.0,17.0,80.0,3.0,17.0,89.0,1.0,10.0,66.0,5.0,29.0,11.0,71.0,18.0,56.0,22.0,22.0,13.0,87.0,94.0,93.0,93.0,82.0,84.0,90.0,87.0,86.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0
37014F,71.0,8.0,21.0,78.0,3.0,19.0,78.0,5.0,17.0,61.0,20.0,19.0,8.0,92.0,9.0,91.0,72.0,6.0,22.0,77.0,7.0,16.0,86.0,5.0,9.0,7.0,21.0,72.0,75.0,11.0,14.0,73.0,5.0,22.0,79.0,4.0,17.0,87.0,2.0,11.0,55.0,16.0,29.0,5.0,74.0,21.0,50.0,27.0,23.0,7.0,93.0,87.0,91.0,90.0,76.0,92.0,89.0,78.0,89.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,3.0
370166,60.0,12.0,28.0,80.0,3.0,17.0,81.0,5.0,14.0,60.0,25.0,15.0,20.0,80.0,23.0,77.0,75.0,5.0,20.0,80.0,6.0,14.0,87.0,4.0,9.0,9.0,25.0,66.0,76.0,8.0,16.0,73.0,2.0,25.0,79.0,4.0,17.0,87.0,4.0,9.0,65.0,6.0,29.0,6.0,65.0,29.0,43.0,42.0,15.0,17.0,83.0,,,,,,,,,,,,,,,,,
370170,92.0,5.0,3.0,85.0,0.0,15.0,79.0,2.0,19.0,62.0,12.0,26.0,19.0,81.0,,,,,,,,,,,,2.0,13.0,85.0,,,,,,,,,,,,,75.0,7.0,18.0,0.0,62.0,38.0,,,,,,,,,,,,,,,,,,,,,,
370171,68.0,12.0,20.0,80.0,4.0,16.0,79.0,5.0,16.0,63.0,19.0,18.0,14.0,86.0,17.0,83.0,73.0,6.0,21.0,77.0,5.0,18.0,86.0,4.0,10.0,7.0,23.0,70.0,76.0,9.0,15.0,74.0,5.0,21.0,78.0,4.0,18.0,88.0,3.0,9.0,59.0,9.0,32.0,3.0,67.0,30.0,50.0,30.0,20.0,11.0,89.0,84.0,92.0,91.0,78.0,85.0,88.0,82.0,87.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
370172,83.0,8.0,9.0,89.0,2.0,9.0,82.0,3.0,15.0,72.0,12.0,16.0,9.0,91.0,10.0,90.0,82.0,2.0,16.0,79.0,5.0,16.0,84.0,3.0,13.0,2.0,14.0,84.0,87.0,3.0,10.0,83.0,2.0,15.0,91.0,4.0,5.0,92.0,1.0,7.0,78.0,3.0,19.0,2.0,87.0,11.0,56.0,20.0,24.0,8.0,92.0,,,,,,,,,,,,,,,,,
370173,79.0,6.0,15.0,89.0,1.0,10.0,80.0,1.0,19.0,74.0,11.0,15.0,10.0,90.0,10.0,90.0,78.0,2.0,20.0,76.0,2.0,22.0,85.0,0.0,15.0,4.0,17.0,79.0,86.0,4.0,10.0,87.0,1.0,12.0,86.0,1.0,13.0,94.0,0.0,6.0,69.0,5.0,26.0,2.0,73.0,25.0,62.0,18.0,20.0,9.0,91.0,90.0,96.0,93.0,86.0,89.0,92.0,88.0,90.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0
370178,68.0,16.0,16.0,80.0,6.0,14.0,79.0,6.0,15.0,43.0,38.0,19.0,21.0,79.0,,,,,,,,,,,,6.0,34.0,60.0,,,,,,,,,,,,,65.0,12.0,23.0,15.0,62.0,23.0,,,,,,,,,,,,,,,,,,,,,,
370180,79.0,5.0,16.0,87.0,3.0,10.0,86.0,4.0,10.0,69.0,16.0,15.0,10.0,90.0,8.0,92.0,82.0,5.0,13.0,84.0,5.0,11.0,91.0,3.0,6.0,4.0,9.0,87.0,78.0,6.0,16.0,84.0,3.0,13.0,85.0,3.0,12.0,92.0,1.0,7.0,73.0,3.0,24.0,3.0,87.0,10.0,60.0,25.0,15.0,12.0,88.0,91.0,95.0,93.0,82.0,90.0,95.0,90.0,95.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0
370183,77.0,6.0,17.0,86.0,5.0,9.0,91.0,5.0,4.0,78.0,12.0,10.0,23.0,77.0,29.0,71.0,86.0,4.0,10.0,91.0,6.0,3.0,94.0,3.0,3.0,6.0,10.0,84.0,82.0,9.0,9.0,83.0,7.0,10.0,84.0,4.0,12.0,91.0,5.0,4.0,70.0,1.0,29.0,6.0,81.0,13.0,74.0,16.0,10.0,18.0,82.0,,,,,,,,,,,,,,,,,
370192,77.0,9.0,14.0,82.0,4.0,14.0,75.0,8.0,17.0,52.0,33.0,15.0,10.0,90.0,,,,,,,,,,,,5.0,16.0,79.0,,,,,,,,,,,,,89.0,1.0,10.0,4.0,81.0,15.0,,,,,,,,,,,,,,,,,,,,,,
370199,81.0,7.0,12.0,84.0,3.0,13.0,83.0,5.0,12.0,67.0,16.0,17.0,9.0,91.0,8.0,92.0,80.0,6.0,14.0,80.0,6.0,14.0,88.0,4.0,8.0,7.0,11.0,82.0,80.0,5.0,15.0,81.0,5.0,14.0,81.0,3.0,16.0,89.0,1.0,10.0,63.0,9.0,28.0,4.0,78.0,18.0,54.0,27.0,19.0,11.0,89.0,91.0,93.0,92.0,81.0,90.0,91.0,84.0,91.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0
370202,64.0,14.0,22.0,73.0,6.0,21.0,76.0,7.0,17.0,57.0,23.0,20.0,17.0,83.0,18.0,82.0,70.0,9.0,21.0,75.0,8.0,17.0,83.0,6.0,11.0,10.0,20.0,70.0,71.0,12.0,17.0,69.0,8.0,23.0,71.0,6.0,23.0,79.0,3.0,18.0,55.0,11.0,34.0,6.0,72.0,22.0,44.0,35.0,21.0,17.0,83.0,82.0,89.0,89.0,74.0,82.0,87.0,80.0,88.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0
370203,76.0,9.0,15.0,79.0,5.0,16.0,83.0,5.0,12.0,63.0,19.0,18.0,11.0,89.0,13.0,87.0,80.0,6.0,14.0,81.0,5.0,14.0,88.0,3.0,9.0,8.0,13.0,79.0,76.0,9.0,15.0,75.0,7.0,18.0,75.0,5.0,20.0,87.0,3.0,10.0,71.0,9.0,20.0,7.0,78.0,15.0,51.0,28.0,21.0,10.0,90.0,88.0,91.0,92.0,78.0,88.0,90.0,87.0,89.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0
370206,77.0,6.0,17.0,82.0,4.0,14.0,83.0,5.0,12.0,65.0,17.0,18.0,12.0,88.0,12.0,88.0,78.0,6.0,16.0,83.0,5.0,12.0,90.0,3.0,7.0,5.0,16.0,79.0,78.0,7.0,15.0,76.0,5.0,19.0,80.0,3.0,17.0,89.0,2.0,9.0,76.0,4.0,20.0,4.0,81.0,15.0,51.0,27.0,22.0,12.0,88.0,90.0,93.0,93.0,80.0,87.0,91.0,90.0,92.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0
370210,74.0,9.0,17.0,80.0,4.0,16.0,82.0,4.0,14.0,66.0,19.0,15.0,14.0,86.0,15.0,85.0,75.0,6.0,19.0,82.0,5.0,13.0,88.0,3.0,9.0,6.0,13.0,81.0,77.0,9.0,14.0,74.0,5.0,21.0,79.0,4.0,17.0,88.0,2.0,10.0,76.0,4.0,20.0,4.0,82.0,14.0,54.0,29.0,17.0,13.0,87.0,87.0,92.0,92.0,79.0,86.0,92.0,90.0,92.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0
370211,70.0,12.0,18.0,78.0,6.0,16.0,78.0,6.0,16.0,60.0,23.0,17.0,17.0,83.0,17.0,83.0,72.0,7.0,21.0,78.0,7.0,15.0,85.0,5.0,10.0,9.0,17.0,74.0,71.0,12.0,17.0,74.0,7.0,19.0,76.0,6.0,18.0,85.0,3.0,12.0,68.0,8.0,24.0,7.0,72.0,21.0,48.0,33.0,19.0,18.0,82.0,85.0,91.0,90.0,75.0,82.0,88.0,86.0,88.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0
370212,69.0,11.0,20.0,88.0,2.0,10.0,86.0,4.0,10.0,74.0,13.0,13.0,7.0,93.0,5.0,95.0,87.0,6.0,7.0,84.0,4.0,12.0,89.0,3.0,8.0,7.0,11.0,82.0,83.0,9.0,8.0,85.0,1.0,14.0,88.0,3.0,9.0,92.0,2.0,6.0,93.0,1.0,6.0,4.0,84.0,12.0,65.0,17.0,18.0,8.0,92.0,,,,,,,,,,,,,,,,,
370215,85.0,5.0,10.0,87.0,2.0,11.0,88.0,3.0,9.0,70.0,14.0,16.0,11.0,89.0,13.0,87.0,85.0,4.0,11.0,87.0,3.0,10.0,93.0,2.0,5.0,3.0,6.0,91.0,82.0,6.0,12.0,82.0,2.0,16.0,87.0,1.0,12.0,93.0,1.0,6.0,81.0,2.0,17.0,2.0,91.0,7.0,57.0,22.0,21.0,10.0,90.0,93.0,95.0,95.0,83.0,88.0,96.0,93.0,96.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0
370216,89.0,2.0,9.0,91.0,1.0,8.0,88.0,3.0,9.0,80.0,8.0,12.0,10.0,90.0,11.0,89.0,84.0,4.0,12.0,88.0,3.0,9.0,92.0,2.0,6.0,3.0,6.0,91.0,91.0,4.0,5.0,91.0,2.0,7.0,88.0,1.0,11.0,94.0,1.0,5.0,86.0,2.0,12.0,1.0,90.0,9.0,69.0,13.0,18.0,10.0,90.0,95.0,97.0,95.0,90.0,89.0,96.0,94.0,96.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0
370218,78.0,5.0,17.0,77.0,4.0,19.0,76.0,6.0,18.0,55.0,22.0,23.0,12.0,88.0,13.0,87.0,73.0,6.0,21.0,72.0,9.0,19.0,84.0,3.0,13.0,5.0,16.0,79.0,73.0,11.0,16.0,73.0,6.0,21.0,73.0,5.0,22.0,87.0,1.0,12.0,55.0,11.0,34.0,3.0,81.0,16.0,37.0,32.0,31.0,12.0,88.0,91.0,92.0,90.0,75.0,88.0,91.0,81.0,93.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0
370220,83.0,3.0,14.0,88.0,2.0,10.0,85.0,4.0,11.0,66.0,17.0,17.0,8.0,92.0,8.0,92.0,80.0,5.0,15.0,85.0,4.0,11.0,92.0,3.0,5.0,5.0,10.0,85.0,74.0,7.0,19.0,84.0,2.0,14.0,85.0,2.0,13.0,96.0,1.0,3.0,89.0,2.0,9.0,4.0,85.0,11.0,57.0,27.0,16.0,7.0,93.0,,,,,,,,,,,,,,,,,
370222,82.0,6.0,12.0,84.0,3.0,13.0,86.0,4.0,10.0,70.0,14.0,16.0,9.0,91.0,9.0,91.0,81.0,5.0,14.0,86.0,5.0,9.0,91.0,3.0,6.0,4.0,13.0,83.0,83.0,6.0,11.0,81.0,4.0,15.0,80.0,3.0,17.0,89.0,2.0,9.0,78.0,1.0,21.0,3.0,87.0,10.0,57.0,22.0,21.0,8.0,92.0,91.0,93.0,94.0,82.0,91.0,93.0,92.0,94.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0
370225,83.0,6.0,11.0,94.0,2.0,4.0,89.0,3.0,8.0,73.0,9.0,18.0,11.0,89.0,10.0,90.0,86.0,3.0,11.0,89.0,4.0,7.0,91.0,2.0,7.0,3.0,4.0,93.0,86.0,1.0,13.0,88.0,3.0,9.0,95.0,1.0,4.0,97.0,1.0,2.0,87.0,3.0,10.0,3.0,92.0,5.0,59.0,16.0,25.0,11.0,89.0,,,,,,,,,,,,,,,,,
370227,62.0,18.0,20.0,78.0,4.0,18.0,80.0,5.0,15.0,57.0,24.0,19.0,13.0,87.0,14.0,86.0,78.0,3.0,19.0,75.0,7.0,18.0,85.0,4.0,11.0,8.0,18.0,74.0,68.0,7.0,25.0,75.0,6.0,19.0,74.0,4.0,22.0,85.0,3.0,12.0,61.0,9.0,30.0,6.0,81.0,13.0,46.0,41.0,13.0,12.0,88.0,79.0,91.0,91.0,73.0,86.0,90.0,83.0,91.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0
370228,79.0,6.0,15.0,85.0,2.0,13.0,87.0,3.0,10.0,68.0,19.0,13.0,11.0,89.0,12.0,88.0,85.0,3.0,12.0,87.0,4.0,9.0,91.0,2.0,7.0,4.0,10.0,86.0,79.0,10.0,11.0,82.0,4.0,14.0,83.0,2.0,15.0,90.0,1.0,9.0,76.0,4.0,20.0,3.0,87.0,10.0,58.0,27.0,15.0,11.0,89.0,90.0,94.0,95.0,80.0,88.0,94.0,90.0,94.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0
370234,85.0,3.0,12.0,88.0,1.0,11.0,83.0,3.0,14.0,72.0,12.0,16.0,10.0,90.0,12.0,88.0,78.0,4.0,18.0,82.0,4.0,14.0,89.0,2.0,9.0,2.0,6.0,92.0,83.0,4.0,13.0,84.0,2.0,14.0,87.0,2.0,11.0,93.0,1.0,6.0,77.0,3.0,20.0,2.0,91.0,7.0,61.0,19.0,20.0,8.0,92.0,94.0,95.0,93.0,84.0,90.0,96.0,91.0,96.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0
370235,69.0,13.0,18.0,81.0,3.0,16.0,86.0,2.0,12.0,61.0,19.0,20.0,14.0,86.0,16.0,84.0,81.0,3.0,16.0,85.0,2.0,13.0,91.0,2.0,7.0,8.0,17.0,75.0,79.0,5.0,16.0,76.0,5.0,19.0,77.0,3.0,20.0,90.0,2.0,8.0,69.0,4.0,27.0,6.0,75.0,19.0,43.0,34.0,23.0,12.0,88.0,84.0,92.0,94.0,77.0,85.0,88.0,88.0,89.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0
370236,72.0,7.0,21.0,79.0,4.0,17.0,77.0,5.0,18.0,58.0,22.0,20.0,14.0,86.0,13.0,87.0,70.0,6.0,24.0,75.0,5.0,20.0,87.0,4.0,9.0,5.0,16.0,79.0,72.0,9.0,19.0,72.0,6.0,22.0,78.0,5.0,17.0,86.0,2.0,12.0,66.0,7.0,27.0,4.0,81.0,15.0,45.0,35.0,20.0,14.0,86.0,88.0,91.0,91.0,76.0,86.0,91.0,86.0,92.0,4.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,3.0
