facility_id,hospital_overall_rating,better_flags_safety,worse_flags_safety,better_flags_mort,worse_flags_mort,readm_ratio_avg,patient_exp_score
131312,,0.0,0.0,0.0,0.0,,90.75
131313,,0.0,0.0,0.0,0.0,,
131314,,0.0,0.0,0.0,0.0,,
131315,4.0,0.0,0.0,0.0,0.0,,
131316,,0.0,0.0,0.0,0.0,,
131317,,0.0,0.0,0.0,0.0,,
131318,,,,,,,
131319,,0.0,0.0,0.0,0.0,,
131320,3.0,0.0,0.0,0.0,0.0,,
131321,,0.0,0.0,0.0,0.0,,
131322,,0.0,0.0,0.0,0.0,,
131323,,0.0,0.0,0.0,0.0,,89.75
131324,,,,,,,
131325,,0.0,0.0,0.0,0.0,,86.25
131326,,0.0,0.0,0.0,0.0,,87.375
131327,3.0,0.0,0.0,0.0,0.0,,91.125
131328,1.0,0.0,0.0,0.0,0.0,,88.625
134002,,,,,,,
134009,,,,,,,
134010,,,,,,,
134017,,,,,,,
140001,2.0,0.0,0.0,0.0,0.0,0.9578249999999999,85.125
140002,4.0,0.0,0.0,0.0,0.0,1.06956,87.875
140007,1.0,0.0,2.0,0.0,0.0,1.0242166666666666,80.25
140008,2.0,0.0,0.0,0.0,0.0,1.057275,84.375
140010,5.0,5.0,0.0,5.0,0.0,0.9858166666666666,85.375
140011,2.0,0.0,0.0,0.0,0.0,1.119525,83.625
140012,2.0,0.0,0.0,0.0,0.0,0.987575,84.75
140013,3.0,0.0,0.0,0.0,0.0,0.971125,81.25
140015,4.0,0.0,0.0,0.0,0.0,0.9859,86.25
140018,1.0,0.0,0.0,0.0,0.0,1.00645,78.0
140029,3.0,0.0,0.0,0.0,0.0,0.9786166666666668,85.25
140030,5.0,0.0,0.0,1.0,0.0,1.0567199999999999,88.0
140032,3.0,0.0,0.0,0.0,0.0,0.9978333333333333,88.375
140034,2.0,0.0,0.0,0.0,0.0,1.0476333333333334,85.125
14003F,5.0,0.0,1.0,3.0,0.0,,87.75
140043,2.0,0.0,0.0,0.0,1.0,1.04392,86.875
140046,3.0,0.0,0.0,0.0,0.0,1.0039200000000001,86.125
140048,2.0,0.0,0.0,2.0,0.0,1.05468,82.625
140049,1.0,0.0,0.0,0.0,0.0,1.0366333333333333,80.375
14004F,,0.0,0.0,0.0,0.0,,
140052,3.0,0.0,0.0,0.0,0.0,0.982225,86.5
140053,3.0,0.0,2.0,0.0,0.0,0.94686,82.0
140054,3.0,0.0,0.0,0.0,0.0,1.0626250000000002,83.75
140059,2.0,0.0,0.0,0.0,1.0,1.0040749999999998,89.625
140062,3.0,0.0,3.0,2.0,0.0,1.0843333333333334,84.25
140063,4.0,0.0,0.0,2.0,0.0,1.0084,82.75
140064,2.0,0.0,0.0,0.0,0.0,1.0198333333333334,83.0
140065,5.0,0.0,0.0,0.0,0.0,0.98648,88.375
140067,2.0,0.0,1.0,0.0,0.0,1.0075333333333334,82.375
140068,1.0,0.0,0.0,0.0,0.0,1.0129666666666666,77.375
140077,,0.0,0.0,0.0,0.0,,
14007F,2.0,0.0,2.0,2.0,0.0,,86.75
140080,2.0,0.0,0.0,0.0,0.0,1.0463999999999998,82.0
140082,1.0,0.0,0.0,0.0,0.0,1.10118,77.75
140083,,0.0,0.0,0.0,0.0,1.0206,
140084,2.0,0.0,0.0,0.0,0.0,0.9836499999999999,75.25
140088,4.0,0.0,0.0,1.0,0.0,1.01936,85.5
140089,3.0,0.0,0.0,0.0,0.0,1.0532666666666668,88.125
14008F,3.0,0.0,0.0,0.0,0.0,,89.875
140091,3.0,0.0,0.0,0.0,0.0,1.0607500000000003,84.0
140093,2.0,0.0,0.0,0.0,0.0,1.0504,82.875
140095,1.0,0.0,0.0,0.0,0.0,1.0233,84.625
140100,4.0,0.0,0.0,0.0,0.0,,93.75
140101,3.0,0.0,0.0,0.0,0.0,1.01052,88.625
140103,1.0,0.0,0.0,0.0,0.0,1.0437333333333332,
140110,4.0,0.0,0.0,0.0,0.0,0.9614666666666668,84.375
140113,3.0,0.0,0.0,0.0,0.0,1.0268599999999999,87.5
140114,2.0,0.0,0.0,0.0,0.0,0.990875,82.375
140115,,0.0,0.0,0.0,0.0,1.0175,
140116,5.0,0.0,0.0,3.0,0.0,1.04335,88.125
140117,4.0,0.0,1.0,0.0,0.0,0.9972,82.375
140119,5.0,2.0,0.0,3.0,0.0,0.9724666666666666,87.375
140120,2.0,0.0,0.0,0.0,0.0,0.9765333333333333,83.75
140122,4.0,0.0,0.0,1.0,0.0,0.96594,86.875
140124,3.0,0.0,0.0,0.0,0.0,1.00285,81.5
140125,1.0,0.0,0.0,0.0,0.0,0.9974666666666666,74.625
140127,3.0,0.0,0.0,0.0,0.0,1.14395,87.875
140130,5.0,0.0,0.0,3.0,0.0,0.9508600000000001,86.625
140133,1.0,0.0,0.0,1.0,0.0,1.0180666666666667,76.75
140135,3.0,0.0,0.0,0.0,0.0,0.9473750000000001,83.75
140137,,0.0,0.0,0.0,0.0,0.9734,
140145,4.0,0.0,0.0,1.0,0.0,0.9842,88.875
140148,2.0,0.0,3.0,0.0,0.0,0.99284,84.625
140150,2.0,0.0,0.0,2.0,0.0,1.0280399999999998,83.5
140155,4.0,0.0,0.0,0.0,0.0,0.9070600000000001,84.125
140158,1.0,0.0,0.0,0.0,0.0,1.0213,80.5
140160,3.0,0.0,0.0,0.0,0.0,0.948475,86.75
140161,3.0,0.0,0.0,0.0,0.0,1.01445,86.875
140162,1.0,0.0,0.0,0.0,1.0,1.0264666666666666,83.75
140164,2.0,0.0,0.0,0.0,0.0,1.02854,83.75
140166,1.0,0.0,2.0,0.0,0.0,1.0576249999999998,82.75
140172,2.0,0.0,0.0,1.0,0.0,1.03166,81.375
140174,3.0,0.0,0.0,0.0,0.0,1.05795,82.75
140177,,0.0,0.0,0.0,0.0,1.041,
140179,2.0,0.0,0.0,2.0,0.0,1.0981750000000001,85.25
140180,3.0,0.0,0.0,0.0,0.0,1.04605,84.75
140181,1.0,0.0,0.0,0.0,0.0,1.0569,
140182,3.0,0.0,3.0,1.0,0.0,1.037275,85.0
140184,2.0,0.0,0.0,0.0,0.0,1.04345,85.375
140185,4.0,0.0,0.0,1.0,0.0,1.0245833333333334,88.375
140186,4.0,0.0,0.0,0.0,0.0,0.99814,85.25
140187,4.0,0.0,0.0,0.0,0.0,1.0113666666666665,88.125
140189,2.0,0.0,0.0,0.0,0.0,1.0135399999999999,86.875
140191,1.0,0.0,0.0,1.0,0.0,1.05312,79.125
140197,,0.0,0.0,0.0,0.0,,
140200,4.0,0.0,1.0,1.0,0.0,1.0556833333333333,86.375
140202,4.0,0.0,0.0,2.0,0.0,0.9701999999999998,86.125
140206,1.0,0.0,0.0,0.0,0.0,1.0399,76.5
140208,3.0,1.0,0.0,3.0,0.0,1.1201333333333332,82.875
140209,1.0,0.0,1.0,0.0,0.0,1.0279200000000002,81.75
140210,3.0,0.0,0.0,0.0,0.0,0.9808,
140211,5.0,0.0,0.0,1.0,0.0,1.00458,88.375
140213,4.0,0.0,1.0,0.0,0.0,0.9935333333333333,86.875
140217,2.0,0.0,0.0,0.0,0.0,0.9897600000000001,84.25
140223,4.0,1.0,0.0,4.0,0.0,1.0337333333333334,85.125
140224,4.0,0.0,0.0,0.0,0.0,0.9797,86.75
140228,3.0,0.0,0.0,0.0,0.0,1.08566,84.0
140231,4.0,0.0,0.0,0.0,0.0,1.0712,84.75
140233,2.0,0.0,1.0,0.0,0.0,1.1090666666666666,84.0
140239,2.0,0.0,0.0,0.0,0.0,0.97082,84.75
140242,5.0,3.0,0.0,2.0,0.0,0.9687666666666667,87.75
140251,1.0,0.0,0.0,0.0,0.0,1.0000749999999998,
140252,4.0,2.0,0.0,0.0,0.0,1.0179166666666666,84.5
140258,4.0,0.0,0.0,1.0,0.0,1.0237166666666666,82.125
140275,2.0,0.0,0.0,0.0,0.0,0.94766,83.375
140276,3.0,0.0,3.0,1.0,0.0,1.0458166666666668,82.25
140280,2.0,0.0,0.0,0.0,0.0,1.0283166666666668,82.25
140281,5.0,3.0,1.0,3.0,0.0,1.01065,88.0
140286,4.0,0.0,0.0,2.0,0.0,0.978125,85.625
140288,4.0,0.0,1.0,1.0,0.0,1.0174833333333333,86.625
140289,4.0,0.0,0.0,0.0,1.0,1.0323,86.5
140290,4.0,0.0,0.0,2.0,0.0,0.9721400000000001,79.5
140291,4.0,0.0,0.0,2.0,0.0,1.0598833333333333,87.875
140292,2.0,0.0,0.0,0.0,0.0,1.024175,82.5
140294,,0.0,0.0,0.0,0.0,1.0145,89.875
140300,,0.0,0.0,0.0,0.0,,
140304,4.0,0.0,0.0,0.0,0.0,1.017275,85.0
140308,,0.0,0.0,0.0,0.0,,
14034F,4.0,0.0,0.0,2.0,0.0,,86.75
141300,,0.0,0.0,0.0,0.0,,
141301,,0.0,0.0,0.0,0.0,,
141302,,0.0,0.0,0.0,0.0,,94.625
141303,,,,,,,
141304,,,,,,,
141305,,0.0,0.0,0.0,0.0,,93.625
141306,,0.0,0.0,0.0,0.0,,
141307,,0.0,0.0,0.0,0.0,,
141308,,,,,,,
141309,,0.0,0.0,0.0,0.0,,
141310,,0.0,0.0,0.0,0.0,,
141311,3.0,0.0,0.0,0.0,0.0,,
141312,,0.0,0.0,0.0,0.0,,
141313,,0.0,0.0,0.0,0.0,,
141315,4.0,0.0,0.0,0.0,0.0,,
141316,,0.0,0.0,0.0,0.0,,91.125
141317,4.0,0.0,0.0,0.0,0.0,,91.25
141318,,0.0,0.0,0.0,0.0,,91.5
141319,,0.0,0.0,0.0,0.0,,91.75
141320,2.0,0.0,0.0,0.0,0.0,,
141321,,0.0,0.0,0.0,0.0,,
141322,2.0,0.0,0.0,0.0,0.0,,88.5
141323,,0.0,0.0,0.0,0.0,,
141324,2.0,0.0,0.0,0.0,1.0,,
141325,5.0,0.0,0.0,0.0,0.0,,
141326,3.0,0.0,0.0,0.0,0.0,,
141327,,0.0,0.0,0.0,2.0,,90.375
141328,2.0,0.0,0.0,0.0,0.0,,
141329,,,,,,,
141330,,0.0,0.0,0.0,0.0,,
141331,,0.0,0.0,0.0,0.0,,
141332,,0.0,0.0,0.0,0.0,,
141333,,0.0,0.0,0.0,0.0,,
141334,,0.0,0.0,0.0,0.0,,
141335,,0.0,0.0,0.0,0.0,,
141336,2.0,0.0,0.0,0.0,0.0,,89.5
141337,,0.0,0.0,0.0,0.0,,86.875
141338,,0.0,0.0,0.0,0.0,,
141339,4.0,0.0,0.0,0.0,1.0,,91.375
141340,,0.0,0.0,0.0,0.0,,91.125
141341,,0.0,0.0,0.0,0.0,,
141342,,0.0,0.0,0.0,0.0,,
141343,5.0,0.0,0.0,0.0,0.0,,89.875
141344,,0.0,0.0,0.0,0.0,,
141345,4.0,0.0,0.0,0.0,0.0,,
141346,,0.0,0.0,0.0,0.0,,
141347,,0.0,0.0,0.0,0.0,,
141348,,0.0,0.0,0.0,0.0,,90.5
141349,,0.0,0.0,0.0,0.0,,
141350,3.0,0.0,0.0,0.0,0.0,,
141351,4.0,0.0,0.0,0.0,0.0,,
141352,,,,,,,
141353,,0.0,0.0,0.0,0.0,,
141354,,0.0,0.0,0.0,0.0,,
141355,,0.0,0.0,0.0,0.0,,85.0
143300,,,,,,,
143301,,,,,,,
143302,,,,,,,
144009,,,,,,,
144010,,,,,,,
144016,,,,,,,
144021,,,,,,,
144026,,,,,,,
144028,,,,,,,
144029,,,,,,,
144031,,,,,,,
144034,,,,,,,
144035,,,,,,,
144037,,,,,,,
144038,,,,,,,
144039,,,,,,,
144040,,,,,,,
144041,,,,,,,
144042,,,,,,,
144043,,,,,,,
150001,5.0,0.0,0.0,0.0,0.0,0.9807333333333333,86.875
150002,1.0,0.0,1.0,0.0,0.0,1.08535,81.125
150005,5.0,0.0,0.0,0.0,0.0,0.9744400000000001,89.875
150006,3.0,0.0,0.0,0.0,1.0,1.0569250000000001,86.75
150007,4.0,0.0,0.0,0.0,1.0,0.94862,87.75
150008,3.0,0.0,0.0,0.0,0.0,1.0067333333333333,85.875
150009,3.0,0.0,0.0,0.0,0.0,0.9694999999999999,79.125
150010,3.0,0.0,0.0,0.0,0.0,1.008775,85.625
150011,2.0,0.0,0.0,0.0,0.0,1.00415,84.625
150012,2.0,0.0,0.0,0.0,2.0,1.00122,84.0
150015,3.0,0.0,0.0,0.0,0.0,1.08554,86.25
150017,2.0,0.0,0.0,0.0,0.0,0.9927000000000001,83.0
150018,4.0,0.0,0.0,0.0,0.0,0.9758999999999999,84.375
150021,3.0,0.0,0.0,0.0,1.0,0.99264,88.125
150022,4.0,0.0,0.0,0.0,0.0,0.9884,89.75
150023,3.0,0.0,0.0,0.0,0.0,1.0685,84.625
150024,3.0,0.0,0.0,0.0,0.0,1.033975,85.875
150026,2.0,0.0,0.0,0.0,1.0,0.978525,88.25
150030,4.0,0.0,0.0,0.0,0.0,0.954575,88.0
150034,3.0,0.0,0.0,0.0,1.0,1.0131166666666667,86.625
150035,2.0,0.0,0.0,0.0,1.0,1.0302,81.0
150037,4.0,0.0,0.0,0.0,0.0,0.9998750000000001,89.5
15003F,5.0,0.0,0.0,2.0,0.0,,85.0
150042,3.0,0.0,0.0,0.0,0.0,1.01634,86.875
150044,3.0,0.0,0.0,0.0,0.0,0.9879166666666667,84.5
150045,4.0,0.0,0.0,0.0,0.0,1.0316,87.5
150046,3.0,0.0,0.0,0.0,0.0,1.06708,84.375
150047,,0.0,0.0,0.0,0.0,1.00165,87.5
150048,3.0,0.0,0.0,0.0,1.0,1.0485333333333333,84.875
15004F,5.0,0.0,0.0,0.0,0.0,,91.25
150051,3.0,0.0,0.0,0.0,0.0,0.9296666666666668,79.75
150056,2.0,0.0,0.0,0.0,0.0,0.9892333333333334,82.125
150057,5.0,0.0,0.0,0.0,0.0,0.9617499999999999,88.625
150058,3.0,0.0,2.0,0.0,1.0,0.9748999999999999,84.375
150059,3.0,0.0,0.0,0.0,0.0,0.99475,87.875
150061,3.0,0.0,0.0,0.0,0.0,0.9620666666666667,86.75
150065,5.0,0.0,0.0,0.0,1.0,0.9295666666666667,87.75
150069,2.0,0.0,0.0,0.0,0.0,0.9931333333333333,87.75
150072,4.0,0.0,0.0,0.0,0.0,0.9426666666666667,88.0
150074,3.0,0.0,0.0,0.0,2.0,1.0262666666666667,88.5
150075,3.0,0.0,0.0,0.0,0.0,0.9855333333333333,90.75
150076,3.0,0.0,0.0,0.0,0.0,0.9607,86.875
150082,2.0,0.0,0.0,0.0,1.0,1.04565,84.5
150084,3.0,0.0,0.0,0.0,1.0,1.0159166666666668,78.25
150086,5.0,0.0,0.0,1.0,0.0,0.9911500000000001,89.125
150088,2.0,0.0,0.0,0.0,0.0,1.01765,83.25
150089,3.0,0.0,0.0,0.0,0.0,0.9906833333333331,83.125
150090,2.0,0.0,0.0,0.0,0.0,1.0231,82.75
150091,4.0,0.0,0.0,0.0,0.0,1.0114333333333334,88.125
150097,3.0,0.0,0.0,0.0,0.0,1.0153666666666668,88.125
150100,3.0,0.0,0.0,0.0,0.0,0.9160166666666666,85.75
150101,,0.0,0.0,0.0,0.0,0.95635,89.0
150102,3.0,0.0,0.0,0.0,0.0,1.0398333333333332,
150104,3.0,0.0,0.0,0.0,0.0,1.02532,83.75
150109,3.0,0.0,1.0,0.0,1.0,0.9894666666666665,87.75
150112,4.0,0.0,0.0,0.0,0.0,1.02305,85.875
150113,4.0,0.0,0.0,0.0,0.0,0.9395200000000001,86.875
150115,4.0,0.0,0.0,0.0,1.0,0.9289799999999999,89.875
150125,3.0,0.0,0.0,1.0,0.0,1.04855,85.875
150126,3.0,0.0,0.0,0.0,0.0,1.0135166666666666,86.875
150128,3.0,0.0,0.0,0.0,0.0,0.99936,86.875
150133,3.0,0.0,0.0,0.0,0.0,1.0119333333333334,87.125
150146,4.0,0.0,0.0,0.0,0.0,1.0257666666666667,86.5
150149,5.0,0.0,0.0,0.0,0.0,,88.75
150150,3.0,0.0,0.0,0.0,0.0,1.0200333333333333,84.5
150153,5.0,0.0,0.0,1.0,0.0,0.9097333333333334,87.75
150157,3.0,0.0,0.0,0.0,0.0,0.9851333333333333,83.75
150158,4.0,0.0,0.0,0.0,0.0,1.01732,84.75
150160,,0.0,0.0,0.0,0.0,0.6642,92.25
150161,4.0,0.0,0.0,0.0,0.0,0.975275,85.0
150162,3.0,0.0,0.0,0.0,0.0,1.0146199999999999,84.25
150165,3.0,0.0,0.0,0.0,0.0,1.0429199999999998,87.5
150166,,0.0,0.0,0.0,0.0,0.8787,
150167,,0.0,0.0,0.0,0.0,,89.625
150168,,0.0,0.0,0.0,0.0,0.9093,88.5
150169,4.0,0.0,1.0,0.0,0.0,0.944175,84.25
150172,,0.0,0.0,0.0,0.0,,
150173,4.0,0.0,0.0,0.0,0.0,0.9852,84.875
150177,,0.0,0.0,0.0,0.0,0.9531,92.125
150179,,0.0,0.0,0.0,0.0,,
150181,,0.0,0.0,0.0,0.0,0.9737,
150183,,0.0,0.0,0.0,0.0,0.9779333333333334,88.75
150193,,0.0,0.0,0.0,0.0,,92.75
150195,,,,,,,
151300,,0.0,0.0,0.0,0.0,,91.875
151301,,0.0,0.0,0.0,0.0,,
151303,,0.0,0.0,0.0,0.0,,
151304,,0.0,0.0,0.0,0.0,,
151305,,0.0,0.0,0.0,0.0,,
151306,,0.0,0.0,0.0,0.0,,
151307,3.0,0.0,0.0,0.0,0.0,,
151308,,,,,,,
151309,,0.0,0.0,0.0,0.0,,
151310,4.0,0.0,0.0,0.0,0.0,,88.5
151311,,0.0,0.0,0.0,0.0,,
151312,5.0,0.0,0.0,0.0,0.0,,
151313,,0.0,0.0,0.0,0.0,,
151314,,,,,,,
151315,3.0,0.0,0.0,0.0,0.0,,89.75
151316,,0.0,0.0,0.0,0.0,,
151317,3.0,0.0,0.0,0.0,0.0,,91.375
151318,3.0,0.0,0.0,0.0,0.0,,
151319,,,,,,,87.0
151320,,0.0,0.0,0.0,0.0,,
151322,3.0,0.0,0.0,0.0,0.0,,89.25
151323,,0.0,0.0,0.0,0.0,,
151324,,0.0,0.0,0.0,0.0,,
151325,,0.0,0.0,0.0,0.0,,
151326,3.0,0.0,0.0,0.0,0.0,,
151327,,0.0,0.0,0.0,0.0,,
151328,5.0,0.0,0.0,0.0,0.0,,
151329,1.0,0.0,0.0,0.0,0.0,,87.875
151330,,0.0,0.0,0.0,0.0,,87.125
151331,3.0,0.0,0.0,0.0,0.0,,87.75
151332,3.0,0.0,0.0,0.0,0.0,,
151333,5.0,0.0,0.0,0.0,0.0,,
151334,4.0,0.0,0.0,0.0,0.0,,
154005,,,,,,,
154008,,,,,,,
154009,,,,,,,
154011,,,,,,,
154014,,,,,,,
154018,,,,,,,
154019,,,,,,,
154020,,,,,,,
154021,,,,,,,
154024,,,,,,,
154031,,,,,,,
154035,,,,,,,
154041,,,,,,,
154047,,,,,,,
154050,,,,,,,
154051,,,,,,,
154052,,,,,,,
154054,,,,,,,
154055,,,,,,,
154056,,,,,,,
154057,,,,,,,
154058,,,,,,,
154059,,,,,,,
154060,,,,,,,
154061,,,,,,,
154063,,,,,,,
154064,,,,,,,
154065,,,,,,,
154066,,,,,,,
154067,,,,,,,
154068,,,,,,,
154070,,,,,,,
154071,,,,,,,
160001,,0.0,0.0,0.0,1.0,0.9825,86.375
160013,3.0,0.0,0.0,0.0,0.0,0.9618666666666668,81.625
160016,1.0,0.0,2.0,0.0,0.0,0.94725,84.125
160028,3.0,0.0,0.0,0.0,0.0,0.9905666666666667,85.375
160029,3.0,0.0,0.0,0.0,0.0,0.9757199999999999,83.375
160030,4.0,0.0,0.0,0.0,0.0,0.9441200000000001,89.375
160032,,0.0,0.0,0.0,0.0,0.90195,
160033,1.0,0.0,2.0,0.0,0.0,1.0648833333333334,83.125
16003F,4.0,0.0,0.0,0.0,2.0,,88.25
160040,,0.0,0.0,0.0,0.0,0.8372,
160045,4.0,0.0,0.0,0.0,0.0,1.0063,88.25
160047,4.0,0.0,0.0,0.0,0.0,0.9796199999999999,87.875
16004F,5.0,0.0,0.0,0.0,0.0,,90.25
160057,2.0,0.0,2.0,0.0,0.0,0.97248,83.0
160058,3.0,0.0,3.0,0.0,0.0,0.9620333333333333,84.125
160064,3.0,0.0,0.0,0.0,2.0,1.0014666666666667,84.125
160067,4.0,0.0,0.0,0.0,0.0,0.90228,84.875
160069,5.0,0.0,0.0,0.0,0.0,0.962825,87.5
160079,3.0,0.0,1.0,0.0,0.0,0.9344000000000001,87.875
160080,4.0,0.0,0.0,0.0,0.0,0.981375,87.25
160082,3.0,0.0,1.0,0.0,1.0,0.9463499999999999,85.75
160083,2.0,0.0,0.0,0.0,0.0,0.9274166666666667,81.0
160089,2.0,0.0,0.0,0.0,0.0,0.9510333333333333,79.875
160101,2.0,0.0,0.0,0.0,0.0,,87.5
160104,3.0,0.0,0.0,0.0,0.0,1.00062,85.25
160110,3.0,0.0,0.0,0.0,1.0,0.9800166666666666,83.625
160112,4.0,0.0,0.0,0.0,0.0,0.9604250000000001,89.5
160117,4.0,0.0,0.0,0.0,0.0,0.9933799999999999,86.75
160124,2.0,0.0,0.0,0.0,1.0,1.06915,90.125
160146,1.0,0.0,0.0,0.0,0.0,0.944025,83.375
160147,4.0,0.0,0.0,0.0,0.0,0.9737333333333335,87.5
160153,1.0,0.0,2.0,0.0,0.0,0.9705166666666667,82.125
161301,,0.0,0.0,0.0,0.0,,
161302,,0.0,0.0,0.0,0.0,,91.125
161303,,0.0,0.0,0.0,0.0,,
161304,,0.0,0.0,0.0,0.0,,
161305,,,,,,,
161306,,0.0,0.0,0.0,0.0,,
161307,,0.0,0.0,0.0,0.0,,
161308,,0.0,0.0,0.0,0.0,,
161309,,0.0,0.0,0.0,0.0,,
161310,,0.0,0.0,0.0,0.0,,
161311,,0.0,0.0,0.0,0.0,,
161312,,0.0,0.0,0.0,0.0,,
161313,,0.0,0.0,0.0,0.0,,
161314,,0.0,0.0,0.0,0.0,,
161315,,,,,,,
161316,,0.0,0.0,0.0,0.0,,
161317,,0.0,0.0,0.0,0.0,,92.625
161318,,0.0,0.0,0.0,0.0,,
161319,,0.0,0.0,0.0,0.0,,
161320,,0.0,0.0,0.0,0.0,,
161321,,0.0,0.0,0.0,0.0,,
161322,,,,,,,
161323,,0.0,0.0,0.0,0.0,,
161324,,0.0,0.0,0.0,0.0,,
161325,,0.0,0.0,0.0,0.0,,
161326,,0.0,0.0,0.0,0.0,,
161327,,0.0,0.0,0.0,0.0,,
161328,,0.0,0.0,0.0,0.0,,
161329,,0.0,0.0,0.0,0.0,,
161330,,0.0,0.0,0.0,0.0,,
161331,,0.0,0.0,0.0,0.0,,
161332,,0.0,0.0,0.0,0.0,,
161333,,0.0,0.0,0.0,0.0,,
161334,,0.0,0.0,0.0,0.0,,
161335,,0.0,0.0,0.0,0.0,,
161336,,0.0,0.0,0.0,0.0,,
161337,,0.0,0.0,0.0,0.0,,
161338,,0.0,0.0,0.0,0.0,,
161339,,0.0,0.0,0.0,0.0,,90.25
161340,,0.0,0.0,0.0,0.0,,
161341,,0.0,0.0,0.0,0.0,,
161342,,0.0,0.0,0.0,0.0,,
161343,,0.0,0.0,0.0,0.0,,89.0
161344,,0.0,0.0,0.0,0.0,,
161345,,0.0,0.0,0.0,0.0,,
161346,,0.0,0.0,0.0,0.0,,90.125
161347,3.0,0.0,0.0,0.0,0.0,,
161348,,0.0,0.0,0.0,0.0,,
161349,,0.0,0.0,0.0,0.0,,
161350,,0.0,0.0,0.0,0.0,,
161351,,0.0,0.0,0.0,0.0,,
161352,4.0,0.0,0.0,0.0,0.0,,
161353,2.0,0.0,0.0,0.0,0.0,,91.125
161354,,0.0,0.0,0.0,0.0,,
161355,,0.0,0.0,0.0,0.0,,
161356,,0.0,0.0,0.0,0.0,,
161357,,0.0,0.0,0.0,0.0,,
161358,,0.0,0.0,0.0,0.0,,
161359,,0.0,0.0,0.0,0.0,,
161360,,0.0,0.0,0.0,0.0,,91.125
161361,,0.0,0.0,0.0,0.0,,
161362,,0.0,0.0,0.0,1.0,,
161363,3.0,0.0,0.0,0.0,0.0,,
161364,,0.0,0.0,0.0,0.0,,89.375
161365,4.0,0.0,0.0,0.0,0.0,,88.375
161366,,0.0,0.0,0.0,0.0,,
161367,4.0,0.0,0.0,0.0,0.0,,87.75
161368,,0.0,0.0,0.0,0.0,,89.5
161369,2.0,0.0,0.0,0.0,0.0,,
161370,,0.0,0.0,0.0,0.0,,
161371,2.0,0.0,0.0,0.0,0.0,,90.5
161372,,0.0,0.0,0.0,0.0,,
161373,,0.0,0.0,0.0,0.0,,
161374,4.0,0.0,0.0,0.0,0.0,,91.125
161375,3.0,0.0,0.0,0.0,1.0,,90.625
161376,4.0,0.0,0.0,0.0,0.0,,90.0
161377,,0.0,0.0,0.0,0.0,,
161378,,,,,,,
161379,2.0,0.0,0.0,0.0,0.0,,88.375
161380,,0.0,0.0,0.0,0.0,,
161381,,0.0,0.0,0.0,0.0,,
161382,,0.0,0.0,0.0,1.0,,91.0
164002,,,,,,,
164003,,,,,,,
164006,,,,,,,
164007,,,,,,,
170006,4.0,0.0,0.0,0.0,1.0,0.9839400000000001,89.0
170009,,0.0,0.0,0.0,0.0,0.99865,87.125
170012,3.0,0.0,1.0,0.0,1.0,0.8934833333333333,86.0
170013,4.0,0.0,1.0,0.0,1.0,0.9473166666666666,86.375
170014,2.0,0.0,0.0,0.0,0.0,1.0509000000000002,85.375
170016,2.0,0.0,0.0,0.0,0.0,0.98535,83.5
170017,2.0,0.0,0.0,0.0,0.0,1.0112,85.625
170020,3.0,0.0,0.0,0.0,2.0,0.9879166666666666,84.375
170023,2.0,0.0,0.0,0.0,0.0,0.99335,82.625
170027,5.0,0.0,0.0,0.0,0.0,0.864325,91.0
17002F,,,,,,,89.25
170040,5.0,0.0,0.0,3.0,1.0,0.9380199999999999,88.875
170049,4.0,0.0,0.0,0.0,0.0,0.9546800000000001,86.375
17005F,5.0,0.0,1.0,0.0,0.0,,88.125
170068,1.0,0.0,1.0,0.0,0.0,1.075425,85.625
170074,,0.0,0.0,0.0,0.0,1.0154666666666665,90.5
170086,4.0,0.0,0.0,0.0,0.0,0.9812333333333333,87.375
17008F,5.0,0.0,0.0,2.0,0.0,,91.125
170103,4.0,0.0,0.0,0.0,0.0,0.94545,88.875
170104,3.0,0.0,0.0,0.0,0.0,1.00005,87.0
170105,5.0,0.0,0.0,0.0,0.0,0.9627666666666667,86.375
170109,,0.0,0.0,0.0,0.0,0.9701,
170120,2.0,0.0,0.0,0.0,0.0,0.925525,88.25
170122,3.0,0.0,0.0,0.0,0.0,0.9364666666666666,80.875
170123,4.0,2.0,0.0,1.0,0.0,0.8898333333333334,82.25
170137,5.0,0.0,0.0,0.0,0.0,0.97528,87.0
170142,4.0,0.0,0.0,0.0,0.0,0.91828,87.25
170146,3.0,0.0,0.0,0.0,0.0,1.0217199999999997,82.125
170175,2.0,0.0,0.0,0.0,0.0,0.981025,
170176,3.0,0.0,0.0,0.0,0.0,1.0709666666666668,84.5
170182,4.0,0.0,0.0,0.0,0.0,1.03748,85.375
170183,,0.0,0.0,0.0,0.0,0.7141,91.625
170185,5.0,0.0,0.0,0.0,0.0,1.06642,88.375
170186,5.0,0.0,1.0,0.0,0.0,0.8666333333333333,91.125
170187,,0.0,0.0,0.0,0.0,0.5593,92.0
170188,,0.0,0.0,0.0,0.0,0.5524,93.5
170190,,0.0,0.0,0.0,0.0,0.9916,92.125
170191,4.0,0.0,0.0,0.0,0.0,0.9689666666666668,85.125
170194,,0.0,0.0,0.0,0.0,,89.5
170196,,0.0,0.0,0.0,0.0,0.9199,90.625
170197,2.0,0.0,0.0,0.0,0.0,0.9757,85.375
170198,,0.0,0.0,0.0,0.0,0.7325,92.5
170199,,0.0,0.0,0.0,0.0,,
